X,Y,Z,Radius,Color_12,Color_6,Color_4,Color_2,Color_1
83.25672914,8.51383903,646.4122251,1,1,1,1,1,1
424.8632269,538.3635707,155.5619548,1,2,2,2,2,1
581.9753898,334.5355257,185.0397299,1,3,3,3,1,1
-87.31147956,433.0309959,465.5105441,1,4,4,4,2,1
-250.4661653,408.1164545,463.5480078,1,5,5,1,1,1
323.4318932,-486.9873778,356.0893684,1,6,6,2,2,1
-223.4588702,203.9751474,422.6803433,1,7,1,3,1,1
21.64246177,-120.3169477,595.082374,1,8,2,4,2,1
-597.2127741,83.28005348,323.1739887,1,9,3,1,1,1
486.5490303,295.6969147,380.7906494,1,10,4,2,2,1
-59.47363938,378.3976293,445.624307,1,11,5,3,1,1
-186.4589847,396.5393488,464.9280493,1,12,6,4,2,1
181.9548586,-434.5691892,465.2999842,1,1,1,1,1,1
-369.4121711,-257.4920627,466.4165536,1,2,2,2,2,1
63.30987856,341.7827683,431.0245743,1,3,3,3,1,1
11.38179466,-85.54116423,643.2971232,1,4,4,4,2,1
-297.6733387,473.7612181,395.2771802,1,5,5,1,1,1
287.6395096,-380.5813451,464.0235711,1,6,6,2,2,1
-50.36273698,25.32960121,674.6619302,1,7,1,3,1,1
371.3335771,-150.6396712,453.2186198,1,8,2,4,2,1
-144.2148111,-608.0796556,280.4504193,1,9,3,1,1,1
331.4190773,504.0021209,322.7735525,1,10,4,2,2,1
391.6045516,-262.6515418,465.2269843,1,11,5,3,1,1
-530.5770617,-185.1250841,391.8130576,1,12,6,4,2,1
-410.6200967,-173.1387712,466.0115884,1,1,1,1,1,1
347.8497624,-207.428268,454.938789,1,2,2,2,2,1
-229.8607537,-578.9731178,284.4867129,1,3,3,3,1,1
-309.9672025,-175.2902624,434.175764,1,4,4,4,2,1
372.6893259,138.4094099,451.906879,1,5,5,1,1,1
-542.5853865,158.5995876,386.9228081,1,6,6,2,2,1
124.9428695,-168.5599746,475.2468853,1,7,1,3,1,1
-319.8767036,390.2822419,451.8543764,1,8,2,4,2,1
553.5172464,496.3562812,52.76376933,1,9,3,1,1,1
150.8533431,-22.31633405,550.869676,1,10,4,2,2,1
-304.6328247,-475.5887326,387.6653372,1,11,5,3,1,1
-204.3065102,546.9617522,357.3347909,1,12,6,4,2,1
562.7796011,169.1819541,350.8442476,1,1,1,1,1,1
-524.0160852,503.1930086,79.93110034,1,2,2,2,2,1
-355.3666817,29.68972646,434.373419,1,3,3,3,1,1
518.8131926,475.5128712,120.6657878,1,4,4,4,2,1
-346.3573963,-580.2419208,175.8744591,1,5,5,1,1,1
-50.94722262,-641.8525025,241.7773369,1,6,6,2,2,1
-570.8654181,-136.8642608,351.9111853,1,7,1,3,1,1
263.4519722,-144.9594603,422.7347014,1,8,2,4,2,1
171.8944897,-2.419557433,523.0980885,1,9,3,1,1,1
-32.52284968,-476.1847229,463.9618266,1,10,4,2,2,1
34.02766569,-80.44283911,642.0247094,1,11,5,3,1,1
219.0682197,-320.5887088,447.9280111,1,12,6,4,2,1
-715.8761824,142.0559504,74.3495639,1,1,1,1,1,1
67.67063901,-580.8857068,355.7358851,1,2,2,2,2,1
-438.2197827,-80.81615385,466.0093524,1,3,3,3,1,1
126.5016247,-197.8911302,450.9493226,1,4,4,4,2,1
-57.62886925,372.6797073,443.0098091,1,5,5,1,1,1
-263.1497793,-427.4128224,453.5148191,1,6,6,2,2,1
538.8006012,474.5608604,94.63333248,1,7,1,3,1,1
-227.0850687,-658.7048696,134.0606927,1,8,2,4,2,1
411.6147891,104.3968999,461.7348821,1,9,3,1,1,1
14.9321763,-537.7203009,422.622528,1,10,4,2,2,1
691.5434971,-213.8511952,84.42524258,1,11,5,3,1,1
127.9247925,733.754965,50.73672418,1,12,6,4,2,1
61.56472923,56.60250428,646.4837275,1,1,1,1,1,1
-414.4962047,-213.8915615,465.9967289,1,2,2,2,2,1
90.89474434,234.2049791,438.9944053,1,3,3,3,1,1
375.2948866,78.48683299,445.787899,1,4,4,4,2,1
19.29055018,383.8887281,446.2101886,1,5,5,1,1,1
175.7671734,-388.5297976,462.2381514,1,6,6,2,2,1
-58.15309755,43.94810727,658.6010278,1,7,1,3,1,1
-392.9849494,-168.2332326,462.5204862,1,8,2,4,2,1
76.11208516,470.4595802,464.1426346,1,9,3,1,1,1
-148.4779413,-442.4011957,465.9697941,1,10,4,2,2,1
90.19999203,609.4233025,298.0996514,1,11,5,3,1,1
-126.6271289,147.4204449,493.4324307,1,12,6,4,2,1
-81.81571222,103.2187849,581.3503449,1,1,1,1,1,1
-534.3297441,200.1410949,378.9020215,1,2,2,2,2,1
119.3632748,-575.0299819,351.4873591,1,3,3,3,1,1
563.7219651,-15.79104005,388.9092529,1,4,4,4,2,1
-317.3681066,536.0522647,284.4406389,1,5,5,1,1,1
-406.8953261,-332.4441034,435.471699,1,6,6,2,2,1
469.9057373,178.46501,453.0762707,1,7,1,3,1,1
183.4389251,-87.52483905,482.6964999,1,8,2,4,2,1
57.27067757,-536.7755489,420.4792921,1,9,3,1,1,1
-398.9230552,-69.4198424,454.9060338,1,10,4,2,2,1
120.2526355,353.7986267,441.5061621,1,11,5,3,1,1
87.68341483,-312.5467326,424.6689352,1,12,6,4,2,1
300.5646802,-92.50999115,423.1786724,1,1,1,1,1,1
340.5550632,284.0670872,465.7517674,1,2,2,2,2,1
490.7626481,294.9121018,375.8252332,1,3,3,3,1,1
-54.2595947,151.5079527,538.6450908,1,4,4,4,2,1
-250.0123967,-410.4858437,463.0324714,1,5,5,1,1,1
-270.6195536,288.080303,450.933264,1,6,6,2,2,1
-195.353522,83.16693714,472.5182282,1,7,1,3,1,1
156.1332052,-465.0628568,459.3744416,1,8,2,4,2,1
341.7349822,-128.5341398,437.8307645,1,9,3,1,1,1
-143.5092611,217.4503597,433.6537592,1,10,4,2,2,1
440.9937252,-197.3710345,462.2332621,1,11,5,3,1,1
-23.70316816,508.0704692,449.1935413,1,12,6,4,2,1
403.1891248,-182.8476287,465.6488132,1,1,1,1,1,1
104.4258526,286.1206928,422.6627196,1,2,2,2,2,1
-21.49984231,683.7180485,159.0838955,1,3,3,3,1,1
53.1877652,-171.630302,512.4487583,1,4,4,4,2,1
348.0704119,465.011528,362.4090812,1,5,5,1,1,1
15.41427543,-497.1889219,456.0548919,1,6,6,2,2,1
-443.5117273,318.9374101,412.7941554,1,7,1,3,1,1
307.2660148,480.027262,379.8846723,1,8,2,4,2,1
-361.3073204,64.51411662,438.6385672,1,9,3,1,1,1
-270.9197636,-505.2499137,374.6518435,1,10,4,2,2,1
19.72626661,-168.6051286,526.1098426,1,11,5,3,1,1
394.3127061,53.75831872,452.0741382,1,12,6,4,2,1
211.0660845,247.8345752,424.8482532,1,1,1,1,1,1
204.1351683,-82.67343588,464.3068029,1,2,2,2,2,1
-509.7106785,391.3609713,244.3515752,1,3,3,3,1,1
-84.19515022,-578.6372761,355.8781173,1,4,4,4,2,1
232.8451615,-192.0543016,422.6971907,1,5,5,1,1,1
-124.6986233,393.2834219,457.8044117,1,6,6,2,2,1
-575.377514,134.635982,345.1399225,1,7,1,3,1,1
328.1155113,-309.9101343,466.4762453,1,8,2,4,2,1
-388.6138548,95.70052747,453.0128003,1,9,3,1,1,1
308.0508994,121.1513191,426.0615099,1,10,4,2,2,1
173.7838253,-541.8778021,381.2401173,1,11,5,3,1,1
-507.6482022,-430.5582593,196.627077,1,12,6,4,2,1
61.6677171,-165.6696976,516.3936009,1,1,1,1,1,1
-330.4698799,41.9803985,426.5893733,1,2,2,2,2,1
-96.95332573,-282.7433241,422.8225631,1,3,3,3,1,1
58.73995469,268.888144,427.414053,1,4,4,4,2,1
165.0819543,288.6446743,426.4336325,1,5,5,1,1,1
-513.3177852,-247.5165029,379.9913637,1,6,6,2,2,1
114.5449216,222.1939513,439.7886702,1,7,1,3,1,1
-57.49559826,-636.2787469,252.0963926,1,8,2,4,2,1
168.055038,108.8532619,486.2581742,1,9,3,1,1,1
-230.5227357,-258.6752576,430.639753,1,10,4,2,2,1
-420.7867179,385.6557987,378.593913,1,11,5,3,1,1
166.0016691,-95.17675237,497.1797003,1,12,6,4,2,1
-53.07714864,315.2611134,423.8313523,1,1,1,1,1,1
-370.0715358,555.1187779,193.4946974,1,2,2,2,2,1
408.2440644,225.1614377,466.0215688,1,3,3,3,1,1
265.7662462,-656.9629948,111.4758881,1,4,4,4,2,1
-303.8671338,-302.6752352,462.8897545,1,5,5,1,1,1
481.7886965,-383.3293498,298.8494752,1,6,6,2,2,1
558.8963115,-83.01069746,387.3119323,1,7,1,3,1,1
196.7793617,-187.3577698,428.6670978,1,8,2,4,2,1
221.8352185,-50.37562915,457.3907913,1,9,3,1,1,1
-385.2458268,52.0324431,448.1267605,1,10,4,2,2,1
116.4289341,18.00867453,601.423241,1,11,5,3,1,1
416.385828,67.57924371,460.8995064,1,12,6,4,2,1
307.9362954,-126.5318399,426.536163,1,1,1,1,1,1
-343.7422053,275.9919186,465.3714684,1,2,2,2,2,1
167.9685595,-100.8186871,491.4981891,1,3,3,3,1,1
-453.8886239,146.1637219,464.0764238,1,4,4,4,2,1
455.8348054,306.2064397,409.217939,1,5,5,1,1,1
-194.9285299,-204.7155627,425.2605783,1,6,6,2,2,1
755.4473378,-58.27583492,32.4812521,1,7,1,3,1,1
430.7939889,-287.7734204,441.9901372,1,8,2,4,2,1
98.27719728,-585.8833315,339.534408,1,9,3,1,1,1
198.101108,-518.8101941,401.0493116,1,10,4,2,2,1
-517.7841937,106.63698,432.3791523,1,11,5,3,1,1
-32.76566199,262.678589,431.6080397,1,12,6,4,2,1
350.1650833,-379.6563619,443.2916009,1,1,1,1,1,1
288.7254843,332.59448,465.309015,1,2,2,2,2,1
61.80915848,565.281426,381.8693012,1,3,3,3,1,1
-343.0686717,13.79375575,429.5871124,1,4,4,4,2,1
204.4770306,512.5618079,405.7185405,1,5,5,1,1,1
-28.82838834,105.0353179,613.8818061,1,6,6,2,2,1
17.97089445,-105.3278411,616.7216336,1,7,1,3,1,1
-276.8500839,-613.2503504,181.8172976,1,8,2,4,2,1
-269.341143,268.1395387,444.3079131,1,9,3,1,1,1
-56.57412766,175.5610303,506.0943421,1,10,4,2,2,1
-350.2796553,291.4962174,466.601295,1,11,5,3,1,1
120.5367874,-260.3048178,424.3415895,1,12,6,4,2,1
582.6981766,-63.47789889,353.4569241,1,1,1,1,1,1
-298.7971269,581.3492767,221.5166071,1,2,2,2,2,1
581.2318151,-421.6222239,94.53281248,1,3,3,3,1,1
268.6160219,262.3660476,442.297854,1,4,4,4,2,1
-318.3900997,-355.869649,463.906185,1,5,5,1,1,1
-674.4026186,-30.97281722,177.18193,1,6,6,2,2,1
503.3617093,299.7812557,353.9327487,1,7,1,3,1,1
-60.57986794,552.4339237,400.5048996,1,8,2,4,2,1
-490.5982688,-209.5708726,427.4483519,1,9,3,1,1,1
477.5256127,420.1780942,257.8597498,1,10,4,2,2,1
239.0764401,426.1993357,460.1768391,1,11,5,3,1,1
-571.857216,-241.3835953,288.9102038,1,12,6,4,2,1
209.489414,407.4691155,466.5795642,1,1,1,1,1,1
-79.31878774,51.43008005,633.0407174,1,2,2,2,2,1
43.1615145,-85.1128361,631.8882952,1,3,3,3,1,1
249.832052,-551.4125128,318.7039257,1,4,4,4,2,1
8.89473312,163.13911,535.1336203,1,5,5,1,1,1
-502.4299012,-484.4615973,131.7369309,1,6,6,2,2,1
277.4407698,339.2687768,464.9416268,1,7,1,3,1,1
-456.4236745,-101.0398964,465.8652581,1,8,2,4,2,1
289.6967861,-49.85708553,423.2480359,1,9,3,1,1,1
510.6290292,-219.7942262,400.2617423,1,10,4,2,2,1
177.9552586,-287.6970426,428.0165747,1,11,5,3,1,1
-248.4389994,-54.34052515,437.1043811,1,12,6,4,2,1
-375.7686983,470.3001495,325.055157,1,1,1,1,1,1
699.8578093,-5.664940374,128.0367654,1,2,2,2,2,1
-200.0171287,-585.6163449,292.6431085,1,3,3,3,1,1
351.8388371,-11.86366085,432.6288543,1,4,4,4,2,1
48.88652088,221.7355154,457.7781765,1,5,5,1,1,1
-312.9283002,548.8331281,266.6287055,1,6,6,2,2,1
-349.1381126,-120.7244811,439.6630002,1,7,1,3,1,1
290.3063901,109.932743,422.8492927,1,8,2,4,2,1
-31.34329767,-224.3149002,458.3008103,1,9,3,1,1,1
-280.5696277,551.7295033,292.3691696,1,10,4,2,2,1
-423.518552,457.2441577,283.8537475,1,11,5,3,1,1
-29.46198615,431.4671226,463.7585027,1,12,6,4,2,1
144.3225278,469.0405315,459.3000283,1,1,1,1,1,1
-412.2398824,-227.544555,465.3447679,1,2,2,2,2,1
222.6206944,-111.0484991,440.5739289,1,3,3,3,1,1
-653.4986164,209.1429205,154.8970704,1,4,4,4,2,1
-467.6325812,-223.64359,441.7491443,1,5,5,1,1,1
373.6777718,-171.6437271,457.3076961,1,6,6,2,2,1
264.3237426,559.6221966,292.4981765,1,7,1,3,1,1
394.2843584,103.7285307,455.9888809,1,8,2,4,2,1
247.9302874,196.4400745,423.3800874,1,9,3,1,1,1
408.5639136,412.8545678,362.4310811,1,10,4,2,2,1
-0.930407025,-41.59268274,685.9837652,1,11,5,3,1,1
241.3750425,167.6304519,423.2573618,1,12,6,4,2,1
77.90924694,88.20969609,601.5994901,1,1,1,1,1,1
207.3462964,-418.3997707,465.9317152,1,2,2,2,2,1
417.5436488,-204.5347066,466.1605907,1,3,3,3,1,1
-500.5442861,85.72716987,449.737521,1,4,4,4,2,1
97.70176998,523.0301069,428.9192967,1,5,5,1,1,1
-588.5331269,-35.30242507,347.4771358,1,6,6,2,2,1
531.371651,-277.787658,329.4693987,1,7,1,3,1,1
-391.8392384,-5.330494422,449.4863073,1,8,2,4,2,1
436.9581135,-69.53025787,465.6128774,1,9,3,1,1,1
-40.36224229,190.4465114,493.0120196,1,10,4,2,2,1
-564.9906864,-38.53296072,385.4137111,1,11,5,3,1,1
11.21673205,-455.8513452,466.602239,1,12,6,4,2,1
606.8212292,0.408369682,315.9526148,1,1,1,1,1,1
170.8249013,-473.1954966,452.8128494,1,2,2,2,2,1
-81.11717712,-194.8577254,473.8756787,1,3,3,3,1,1
132.5001748,22.26889474,577.4761842,1,4,4,4,2,1
-153.0102409,-443.2483378,465.6618067,1,5,5,1,1,1
-330.7510833,-674.8911195,40.90765906,1,6,6,2,2,1
285.0084751,-420.4472682,449.6622051,1,7,1,3,1,1
-204.1132006,70.50762923,468.6756913,1,8,2,4,2,1
530.2784651,-111.1219673,418.1921209,1,9,3,1,1,1
296.260151,-326.6179876,465.392461,1,10,4,2,2,1
1.652327085,-603.8885921,321.4882543,1,11,5,3,1,1
243.4297481,427.9316897,458.5886825,1,12,6,4,2,1
-58.73341213,585.6393458,349.2488708,1,1,1,1,1,1
386.3633336,95.83435354,452.1205217,1,2,2,2,2,1
-166.4017963,283.9281238,425.6096126,1,3,3,3,1,1
-193.9431593,315.8419867,440.1856926,1,4,4,4,2,1
478.9611336,257.8749788,415.6111743,1,5,5,1,1,1
-133.2250848,-554.7446998,379.002503,1,6,6,2,2,1
430.0628102,182.2179493,465.9172599,1,7,1,3,1,1
179.8435428,93.41682241,483.3871848,1,8,2,4,2,1
-323.6020439,-201.8237234,444.8914061,1,9,3,1,1,1
455.028662,432.4036126,274.8754579,1,10,4,2,2,1
-316.0982619,88.60982522,425.4268759,1,11,5,3,1,1
-20.49885395,-278.8960705,426.0554728,1,12,6,4,2,1
-342.1797367,-413.7123313,423.7809978,1,1,1,1,1,1
46.42715274,244.6843989,440.3961199,1,2,2,2,2,1
398.0248097,-15.67424576,452.2298001,1,3,3,3,1,1
473.7389101,-172.7346518,452.0900071,1,4,4,4,2,1
-0.09483305,1.239933984,699.9872422,1,5,5,1,1,1
601.0410774,362.7077421,123.9933206,1,6,6,2,2,1
-222.8387657,-330.3894662,452.3055505,1,7,1,3,1,1
215.2805756,10.60005264,469.0995508,1,8,2,4,2,1
-142.9219094,-22.92006857,562.2173807,1,9,3,1,1,1
-229.4313282,-432.5956483,459.7618183,1,10,4,2,2,1
-331.695556,456.2744195,388.6796717,1,11,5,3,1,1
201.7169753,52.67967178,476.7273531,1,12,6,4,2,1
389.1134517,-32.90870884,448.892113,1,1,1,1,1,1
64.26098486,328.6825277,427.0605051,1,2,2,2,2,1
409.6395898,-88.62937466,460.0437413,1,3,3,3,1,1
-103.6799367,-417.1412092,463.1279497,1,4,4,4,2,1
-508.9469276,-170.6838829,423.8681828,1,5,5,1,1,1
-17.14196391,-322.186871,424.3080446,1,6,6,2,2,1
-244.8470722,-201.5884634,423.4820876,1,7,1,3,1,1
-508.321177,-214.4989321,405.8730543,1,8,2,4,2,1
-538.2219925,156.9897649,393.6702358,1,9,3,1,1,1
