X,Y,Z,Radius,Color_12,Color_6,Color_4,Color_2,Color_1
198.3895254,-869.1508179,38.37543093,1,4,4,4,2,1
133.4789142,-309.5697372,529.0106689,1,5,5,1,1,1
-45.53277416,48.686554,605.8482335,1,6,6,2,2,1
256.2043476,75.10424136,618.7713647,1,7,1,3,1,1
602.6288272,75.99834628,329.834164,1,8,2,4,2,1
381.1129684,-567.9225598,119.6210734,1,9,3,1,1,1
267.1873971,59.76716222,619.9201031,1,10,4,2,2,1
431.6781255,566.7000233,72.80796444,1,11,5,3,1,1
93.91271363,-256.7656914,619.913294,1,12,6,4,2,1
-476.0264429,-455.3882864,184.0651708,1,1,1,1,1,1
-728.6427922,102.0521762,59.46017064,1,2,2,2,2,1
159.0859623,216.4063709,619.2366244,1,3,3,3,1,1
325.5910721,255.9828025,342.7098984,1,4,4,4,2,1
-687.1957175,-13.51510266,112.4000108,1,5,5,1,1,1
137.7151773,-372.6543878,371.96406,1,6,6,2,2,1
-209.8577933,202.2202681,612.4803889,1,7,1,3,1,1
496.0989629,70.35465033,365.9665204,1,8,2,4,2,1
30.29712313,354.9111379,477.0217528,1,9,3,1,1,1
-204.2584191,-337.9570991,376.9954085,1,10,4,2,2,1
622.8999938,129.1396868,250.7066264,1,11,5,3,1,1
170.2799858,211.0008722,619.7310596,1,12,6,4,2,1
225.7901148,-355.2149756,334.3582581,1,1,1,1,1,1
49.12007623,-37.90624839,616.4736795,1,2,2,2,2,1
27.69045752,317.4206325,572.2858961,1,3,3,3,1,1
47.91081392,-477.0904061,340.8831393,1,4,4,4,2,1
371.3495012,87.0944409,408.5312047,1,5,5,1,1,1
-424.8933857,-347.5441332,402.8017995,1,6,6,2,2,1
-368.9011397,-74.23701897,421.7580438,1,7,1,3,1,1
275.3993967,-57.21595049,618.6246221,1,8,2,4,2,1
82.99346771,-130.1735573,479.5641504,1,9,3,1,1,1
-373.7710372,-189.6304402,336.3711458,1,10,4,2,2,1
689.6475996,425.6088714,105.8085708,1,11,5,3,1,1
8.663040144,-525.078279,391.717452,1,12,6,4,2,1
-147.8523099,281.7501038,573.1797396,1,1,1,1,1,1
48.91818514,413.6304532,339.5779082,1,2,2,2,2,1
-578.2784136,-48.69407415,381.9877713,1,3,3,3,1,1
491.2029253,207.7391748,397.6764443,1,4,4,4,2,1
170.876189,-205.0989713,618.7608986,1,5,5,1,1,1
408.0992875,340.8203278,396.6492549,1,6,6,2,2,1
98.03411379,625.2208323,260.4075981,1,7,1,3,1,1
-107.2280827,-309.7098087,552.1929691,1,8,2,4,2,1
-595.2429843,208.9151047,266.3246867,1,9,3,1,1,1
-90.61203644,-314.550132,553.1430125,1,10,4,2,2,1
195.5897305,-805.5207873,111.6604004,1,11,5,3,1,1
486.7813248,122.3703144,367.0053045,1,12,6,4,2,1
198.9176899,787.7832278,106.948912,1,1,1,1,1,1
-273.4258597,-705.169066,64.32412025,1,2,2,2,2,1
-462.2078635,-577.3084318,59.32085856,1,3,3,3,1,1
181.9983663,-709.4870039,60.01298414,1,4,4,4,2,1
196.3176991,311.2908222,444.0541755,1,5,5,1,1,1
-6.515478367,-466.1474682,328.8995571,1,6,6,2,2,1
213.3455326,-548.3242764,369.5538265,1,7,1,3,1,1
553.476543,40.54417192,402.2061049,1,8,2,4,2,1
-100.1561605,-337.7640438,487.9329947,1,9,3,1,1,1
113.7254318,-46.75164237,494.2965972,1,10,4,2,2,1
-288.7982628,-410.3788932,366.8673899,1,11,5,3,1,1
21.50792461,17.47399731,681.1819145,1,12,6,4,2,1
339.8207283,-587.7747966,131.0336355,1,1,1,1,1,1
381.1797032,-664.6857571,70.67044236,1,2,2,2,2,1
-220.4904812,-553.2273566,356.1658583,1,3,3,3,1,1
-747.7212354,-362.3857709,111.6503436,1,4,4,4,2,1
520.1242868,-253.821603,384.0877116,1,5,5,1,1,1
329.7025479,197.2403673,401.6308339,1,6,6,2,2,1
-287.0065218,335.1227972,321.401514,1,7,1,3,1,1
-600.6115575,290.3925419,160.9145143,1,8,2,4,2,1
-814.3078264,364.9848558,36.39295882,1,9,3,1,1,1
-407.9883169,-100.5153166,335.1499689,1,10,4,2,2,1
170.7096878,185.0009927,608.7522298,1,11,5,3,1,1
-262.9262281,153.9637232,596.9735919,1,12,6,4,2,1
119.9409417,181.9714507,560.2056115,1,1,1,1,1,1
49.1788825,653.7080841,193.2943552,1,2,2,2,2,1
283.4079218,-98.9712707,603.1559951,1,3,3,3,1,1
-325.2239989,549.1527651,244.5147903,1,4,4,4,2,1
342.5780898,-447.7425498,398.4871412,1,5,5,1,1,1
401.8697026,203.7403861,321.4557719,1,6,6,2,2,1
-166.1350771,185.5739417,606.0635928,1,7,1,3,1,1
-215.5120346,-854.4079224,60.55099238,1,8,2,4,2,1
95.38629547,-136.2522183,485.5953718,1,9,3,1,1,1
342.1750842,-165.2198161,412.2153648,1,10,4,2,2,1
782.3021864,-166.0054152,98.61398919,1,11,5,3,1,1
-245.1662246,-43.88612472,606.0506342,1,12,6,4,2,1
37.07326863,185.0876095,511.2920097,1,1,1,1,1,1
384.543239,71.12983933,385.4063685,1,2,2,2,2,1
500.7791951,-477.2049276,103.6074515,1,3,3,3,1,1
384.5279348,-495.2789812,277.3714928,1,4,4,4,2,1
-324.7537452,36.88827143,554.3056567,1,5,5,1,1,1
843.5655547,-123.185806,101.9596738,1,6,6,2,2,1
682.9544118,42.67231019,118.8779639,1,7,1,3,1,1
-176.0433367,497.5035532,393.8070224,1,8,2,4,2,1
-62.13041526,-263.5456704,619.6783191,1,9,3,1,1,1
-110.0667613,140.5337278,497.5404643,1,10,4,2,2,1
131.446385,169.8171589,554.6382278,1,11,5,3,1,1
-261.5066826,637.6689385,108.565729,1,12,6,4,2,1
48.903529,-246.9875222,608.8043516,1,1,1,1,1,1
494.1193272,-237.2782775,402.7669792,1,2,2,2,2,1
-476.1085034,-148.4800974,363.1438949,1,3,3,3,1,1
776.0120381,198.6717167,99.60979377,1,4,4,4,2,1
613.6913003,-200.2772713,222.7357034,1,5,5,1,1,1
452.0860354,-120.3114331,330.12925,1,6,6,2,2,1
31.5876129,-40.06765487,640.6513368,1,7,1,3,1,1
-303.1277795,200.9306786,456.1028129,1,8,2,4,2,1
174.3943523,-262.9423608,578.4663395,1,9,3,1,1,1
662.2556239,-185.8862195,111.3253088,1,10,4,2,2,1
-424.0165316,101.9572081,322.9375266,1,11,5,3,1,1
390.5251934,-111.8882023,355.0420173,1,12,6,4,2,1
258.6436631,36.1274772,616.1030574,1,1,1,1,1,1
-554.6375867,101.2735596,398.4617968,1,2,2,2,2,1
490.9587167,98.37241005,365.5500945,1,3,3,3,1,1
237.4884014,-702.1910689,59.42610389,1,4,4,4,2,1
-68.42935009,-345.0882741,489.3077122,1,5,5,1,1,1
-14.21331843,-364.9483839,451.792449,1,6,6,2,2,1
141.3379584,-363.7595558,387.2562426,1,7,1,3,1,1
-71.54075191,-55.58805523,550.700838,1,8,2,4,2,1
112.5542976,-535.1268878,402.6540883,1,9,3,1,1,1
-376.3146867,400.9112616,402.8098659,1,10,4,2,2,1
58.05390251,545.4928345,402.7893505,1,11,5,3,1,1
534.7155745,-293.484909,323.5374714,1,12,6,4,2,1
236.9058691,133.8802938,619.8397011,1,1,1,1,1,1
-137.9822005,318.3695342,502.6506005,1,2,2,2,2,1
-80.29972091,186.3460599,534.040606,1,3,3,3,1,1
-111.2565128,-812.9908098,110.2640478,1,4,4,4,2,1
-311.5847848,-474.1205492,395.9823429,1,5,5,1,1,1
852.5610974,215.5962989,64.00270821,1,6,6,2,2,1
-220.3019709,-274.331958,489.2186845,1,7,1,3,1,1
-569.379066,-120.2437955,379.7202395,1,8,2,4,2,1
-628.5176857,5.391023517,273.0086896,1,9,3,1,1,1
-35.40076521,-128.1547358,484.7533522,1,10,4,2,2,1
-262.9691192,51.79973906,619.0857009,1,11,5,3,1,1
349.6325848,-225.7951162,339.9764261,1,12,6,4,2,1
185.9831454,-260.66047,569.0014545,1,1,1,1,1,1
360.580812,15.5894453,463.8048558,1,2,2,2,2,1
96.05646815,300.8515895,577.8946856,1,3,3,3,1,1
-235.8557776,-505.5014812,401.3772662,1,4,4,4,2,1
187.0254267,14.09425124,509.5270342,1,5,5,1,1,1
66.8794612,-28.52352813,591.7170851,1,6,6,2,2,1
-484.9535119,-573.6894574,61.91995841,1,7,1,3,1,1
-427.0092429,753.5648324,86.25178887,1,8,2,4,2,1
238.2051139,248.1263184,510.8934854,1,9,3,1,1,1
-328.196433,-98.62931297,514.30031,1,10,4,2,2,1
-138.4551665,553.3361053,393.379754,1,11,5,3,1,1
290.1080614,263.9454249,382.8369111,1,12,6,4,2,1
-347.8667162,-32.28781573,496.098664,1,1,1,1,1,1
58.09835302,173.7986901,503.5398365,1,2,2,2,2,1
-131.8721851,90.7210983,481.6790701,1,3,3,3,1,1
-306.3291643,-44.54123846,589.2743923,1,4,4,4,2,1
-450.5408229,-170.5469191,343.278317,1,5,5,1,1,1
-50.92886106,97.35023964,513.0198484,1,6,6,2,2,1
181.3062028,-437.9203424,335.4069685,1,7,1,3,1,1
526.0602842,61.87465804,395.2655281,1,8,2,4,2,1
82.41366494,555.4448647,399.7624307,1,9,3,1,1,1
571.8376308,49.56804258,389.7801489,1,10,4,2,2,1
-490.2605961,238.8312107,402.4403248,1,11,5,3,1,1
191.495167,-702.8521723,61.24133258,1,12,6,4,2,1
379.8265607,168.7362668,340.7432913,1,1,1,1,1,1
-155.3525888,-402.5235837,325.3260937,1,2,2,2,2,1
436.1074574,207.4119993,344.5645037,1,3,3,3,1,1
52.52184121,173.4263368,500.8694647,1,4,4,4,2,1
364.7690137,479.7116161,340.9884821,1,5,5,1,1,1
-166.3731505,-647.3921496,157.4487847,1,6,6,2,2,1
16.15222244,-287.366138,615.2473564,1,7,1,3,1,1
297.2644549,-398.1525204,360.9161255,1,8,2,4,2,1
-96.93204108,119.1940835,479.3921248,1,9,3,1,1,1
335.8347927,-130.5343267,465.502614,1,10,4,2,2,1
106.5458829,431.3892,321.0184392,1,11,5,3,1,1
587.539693,270.680188,218.7290363,1,12,6,4,2,1
280.8656899,459.7142863,400.4590738,1,1,1,1,1,1
178.0044756,-274.479882,553.5976853,1,2,2,2,2,1
259.8386528,-72.39607722,619.496489,1,3,3,3,1,1
-394.3259534,-343.7468119,389.9534718,1,4,4,4,2,1
551.5414522,14.32277202,402.7169144,1,5,5,1,1,1
-394.281891,7.290283783,378.1521772,1,6,6,2,2,1
-821.9913663,271.5938172,86.87681895,1,7,1,3,1,1
609.7051023,-151.564215,273.8171692,1,8,2,4,2,1
181.4687883,-213.260872,619.0338796,1,9,3,1,1,1
-742.1318221,51.57143381,59.78653743,1,10,4,2,2,1
-13.67018552,-342.5246303,514.0284222,1,11,5,3,1,1
39.94007274,-216.7962434,564.5176052,1,12,6,4,2,1
160.7297621,-228.4629983,619.2230249,1,1,1,1,1,1
260.5804078,-0.924528843,615.7606852,1,2,2,2,2,1
-132.5114704,17.48799472,484.2465622,1,3,3,3,1,1
-312.8384071,-92.76431211,555.5546312,1,4,4,4,2,1
272.6323065,738.4769659,88.21157375,1,5,5,1,1,1
321.4557571,255.0599541,348.3165509,1,6,6,2,2,1
-263.6788313,-431.1747071,371.1532377,1,7,1,3,1,1
-9.377819529,-199.0522,527.895846,1,8,2,4,2,1
248.5112634,-41.13074025,608.9096465,1,9,3,1,1,1
-336.3261128,67.21617932,513.5449841,1,10,4,2,2,1
-38.28194777,-47.26724697,619.2461411,1,11,5,3,1,1
-314.35565,-236.6586517,380.0384115,1,12,6,4,2,1
-365.6432786,-495.3653894,308.7659994,1,1,1,1,1,1
-75.62827814,154.5780924,490.5793862,1,2,2,2,2,1
-147.4526089,-142.316956,537.5082311,1,3,3,3,1,1
-382.7419122,548.4102575,156.5601253,1,4,4,4,2,1
5.783435753,434.2175026,323.7732652,1,5,5,1,1,1
626.5895254,-253.0381775,138.7072212,1,6,6,2,2,1
-570.1540572,-343.4679219,165.0001326,1,7,1,3,1,1
461.6552801,-276.7582275,400.2584349,1,8,2,4,2,1
-278.5801329,-520.459561,366.1079919,1,9,3,1,1,1
401.5599307,542.0876599,141.5162815,1,10,4,2,2,1
318.3198383,177.6095021,453.7594459,1,11,5,3,1,1
-476.1359257,-185.3284107,377.5257029,1,12,6,4,2,1
168.7787785,118.3365251,539.5845391,1,1,1,1,1,1
643.3316846,270.8303825,92.39370767,1,2,2,2,2,1
446.4126317,312.0639309,402.3162932,1,3,3,3,1,1
178.8371805,289.4872038,520.7627035,1,4,4,4,2,1
50.27474206,-561.5566288,398.4649874,1,5,5,1,1,1
772.5242871,-354.0285088,104.2017481,1,6,6,2,2,1
826.0528763,97.09870653,111.6050629,1,7,1,3,1,1
-43.73461736,849.5062463,103.5369625,1,8,2,4,2,1
554.0239751,-677.3742603,71.95087313,1,9,3,1,1,1
-248.7265674,115.2048127,619.9202634,1,10,4,2,2,1
-203.4533519,499.7076163,400.7909347,1,11,5,3,1,1
-179.6467997,-297.6760776,500.7293661,1,12,6,4,2,1
-252.4258973,-209.6625831,551.2626322,1,1,1,1,1,1
-672.0095278,-195.6926584,89.29645051,1,2,2,2,2,1
-284.9416278,-464.3480902,402.3420176,1,3,3,3,1,1
-34.66544702,-489.432692,353.4479369,1,4,4,4,2,1
-164.0105582,260.1890407,592.53832,1,5,5,1,1,1
297.1800919,353.902989,326.1731745,1,6,6,2,2,1
-204.4275637,335.4938837,381.3782937,1,7,1,3,1,1
-117.0986418,313.9156273,534.3285415,1,8,2,4,2,1
382.7517576,446.6872142,369.7688172,1,9,3,1,1,1
-352.6070252,-402.0028787,398.4961209,1,10,4,2,2,1
690.5353584,-86.88797051,95.8585646,1,11,5,3,1,1
308.2473559,380.8703364,352.6433981,1,12,6,4,2,1
-45.22575566,-403.2149411,355.8958285,1,1,1,1,1,1
-339.7627334,-796.2245143,86.89374887,1,2,2,2,2,1
-272.8758691,-156.8996542,579.904773,1,3,3,3,1,1
371.3019285,-328.935607,359.9084327,1,4,4,4,2,1
-388.4180385,-127.1973322,350.910289,1,5,5,1,1,1
-346.9908581,-29.58443501,499.1706642,1,6,6,2,2,1
-133.2429721,227.5047706,617.4301363,1,7,1,3,1,1
127.8264222,448.9138171,329.3178749,1,8,2,4,2,1
-189.8023685,-365.4663668,346.0975951,1,9,3,1,1,1
330.220163,-127.7842266,482.9576344,1,10,4,2,2,1
-56.79468214,14.89850604,623.989641,1,11,5,3,1,1
-181.2140522,-577.1654401,335.6863107,1,12,6,4,2,1
555.975141,-705.657569,21.97690248,1,1,1,1,1,1
-329.913297,-149.9453903,459.6883307,1,2,2,2,2,1
-356.856836,766.2294298,107.256343,1,3,3,3,1,1
-276.7014929,147.6352357,582.0534345,1,4,4,4,2,1
138.9718804,487.5207484,372.9518766,1,5,5,1,1,1
-342.0807796,265.1806287,324.5234939,1,6,6,2,2,1
-479.9127732,146.5109849,366.8272554,1,7,1,3,1,1
493.8371625,-51.45368715,360.4671037,1,8,2,4,2,1
256.0976413,496.4755178,401.0734419,1,9,3,1,1,1
202.6334733,-240.5375022,580.3871745,1,10,4,2,2,1
148.0373063,17.00585907,478.886633,1,11,5,3,1,1
-271.6079629,-252.9582213,435.4936153,1,12,6,4,2,1
768.3536151,271.1889143,108.0714614,1,1,1,1,1,1
437.736249,127.765705,323.0762482,1,2,2,2,2,1
-422.3660695,112.2848573,322.5720262,1,3,3,3,1,1
-283.5009474,40.35273691,616.1845456,1,4,4,4,2,1
346.6764321,-369.2547141,372.4258048,1,5,5,1,1,1
828.265012,170.8826364,106.9865844,1,6,6,2,2,1
53.22081163,320.0881452,559.6974576,1,7,1,3,1,1
-161.5495629,448.3156933,337.8749352,1,8,2,4,2,1
-386.7268362,396.7989449,402.389157,1,9,3,1,1,1
82.57964571,100.2526612,487.2173071,1,10,4,2,2,1
273.3165801,-504.7081368,389.8018938,1,11,5,3,1,1
388.119279,-415.1797467,395.1774144,1,12,6,4,2,1
184.6067848,398.8868693,321.7825098,1,1,1,1,1,1
-351.1071481,147.3727484,410.1611676,1,2,2,2,2,1
-346.5930288,63.43698939,487.793801,1,3,3,3,1,1
303.5440991,-369.5384855,339.573618,1,4,4,4,2,1
-39.96682951,-62.00626506,589.2252916,1,5,5,1,1,1
-268.5963094,397.6299531,341.2578865,1,6,6,2,2,1
485.370776,359.5274001,337.8302075,1,7,1,3,1,1
-220.8837269,-221.2223907,583.9025293,1,8,2,4,2,1
403.9688362,-208.3383842,322.5280152,1,9,3,1,1,1
275.7007845,-225.0906811,477.821008,1,10,4,2,2,1
268.4392933,466.8002872,400.3559156,1,11,5,3,1,1
-102.5259823,-267.1438259,616.3142395,1,12,6,4,2,1
-422.4367092,345.3064143,402.4853409,1,1,1,1,1,1
-778.3022915,-170.5464377,96.29776434,1,2,2,2,2,1
-233.5161287,-40.04851163,590.801451,1,3,3,3,1,1
14.53290248,559.8958413,400.4629387,1,4,4,4,2,1
294.9011543,-76.53961293,596.9978856,1,5,5,1,1,1
190.621135,-59.24897013,528.4698165,1,6,6,2,2,1
-404.4608768,365.7663743,402.4368091,1,7,1,3,1,1
557.2954429,26.74024988,401.3347084,1,8,2,4,2,1
-132.8534983,503.0542999,387.3398992,1,9,3,1,1,1
104.2487264,-133.387649,488.0054773,1,10,4,2,2,1
-85.2421513,201.7060958,561.9954828,1,11,5,3,1,1
-150.3929582,-67.92814569,484.6494508,1,12,6,4,2,1
274.1628152,568.4450171,265.548639,1,1,1,1,1,1
-430.3327594,-384.1950202,386.4429659,1,2,2,2,2,1
-351.4663482,452.792254,390.6229314,1,3,3,3,1,1
-313.872821,-453.8727552,402.7075323,1,4,4,4,2,1
-171.3541942,-393.7931181,326.6543238,1,5,5,1,1,1
564.956699,-570.8898196,101.1656364,1,6,6,2,2,1
21.65299921,-631.5018958,263.3044605,1,7,1,3,1,1
749.7088721,51.29704816,62.0263438,1,8,2,4,2,1
0.504684201,-222.851588,568.6163367,1,9,3,1,1,1
-469.5836137,-419.0098201,270.6719067,1,10,4,2,2,1
151.823421,-727.1206109,59.60588863,1,11,5,3,1,1
-61.48071489,94.3710987,508.5292408,1,12,6,4,2,1
-275.7765475,-666.29178,65.19314374,1,1,1,1,1,1
468.617575,484.84634,142.3134192,1,2,2,2,2,1
69.12460921,-292.6149361,602.5445983,1,3,3,3,1,1
320.3053316,-360.8314877,344.093122,1,4,4,4,2,1
69.27659424,716.9085553,65.80137816,1,5,5,1,1,1
19.392203,-351.6246422,488.3282027,1,6,6,2,2,1
477.9917994,102.1325711,351.2374284,1,7,1,3,1,1
256.5703537,-635.8969379,115.8131758,1,8,2,4,2,1
-370.2139113,-500.1451714,290.8900001,1,9,3,1,1,1
394.1738805,-154.0143662,331.9727102,1,10,4,2,2,1
0.787937877,-248.6540994,605.6147636,1,11,5,3,1,1
127.4950773,476.4742257,356.5225643,1,12,6,4,2,1
-390.9641834,-11.86959234,385.2303027,1,1,1,1,1,1
-57.42127698,-278.9418963,617.0731533,1,2,2,2,2,1
232.5053005,414.8650035,336.9355778,1,3,3,3,1,1
-434.2023563,-458.3157681,264.8769126,1,4,4,4,2,1
-95.6919514,-107.2240226,479.508025,1,5,5,1,1,1
259.2004437,177.3371004,581.2413111,1,6,6,2,2,1
-493.1813195,-298.3422892,387.0243838,1,7,1,3,1,1
192.6425425,-167.9217978,612.1666433,1,8,2,4,2,1
86.05260087,-26.70948848,551.787442,1,9,3,1,1,1
-146.0266433,-168.8353653,569.2446391,1,10,4,2,2,1
337.9425515,-273.5207007,323.5288104,1,11,5,3,1,1
-579.1722777,423.2654244,68.07720497,1,12,6,4,2,1
-446.5490925,47.89966923,321.2141405,1,1,1,1,1,1
-197.7923613,572.8415884,333.1318097,1,2,2,2,2,1
62.17097871,-29.50653092,600.8244299,1,3,3,3,1,1
-737.5912037,-362.9214138,110.6710429,1,4,4,4,2,1
-394.2178003,-115.4761034,347.6543012,1,5,5,1,1,1
65.3029393,-572.8317331,386.8532131,1,6,6,2,2,1
-459.1691329,-553.879511,66.38765239,1,7,1,3,1,1
497.1564267,645.5496541,108.0681254,1,8,2,4,2,1
115.3732794,-122.8319521,487.3447183,1,9,3,1,1,1
717.8310927,-123.8021292,61.25813409,1,10,4,2,2,1
-479.8548171,-38.1267124,342.8757221,1,11,5,3,1,1
-408.5571178,-658.27487,77.41970959,1,12,6,4,2,1
328.9046821,175.0727166,431.6059289,1,1,1,1,1,1
108.7030223,-534.8123058,402.507413,1,2,2,2,2,1
239.0494065,267.4194791,470.048862,1,3,3,3,1,1
-426.0179417,-514.293316,159.0568942,1,4,4,4,2,1
297.6124944,423.8898144,385.0107016,1,5,5,1,1,1
-101.2075136,298.0150683,579.9735909,1,6,6,2,2,1
-94.16238489,32.80640884,531.6471484,1,7,1,3,1,1
-435.2925234,-21.89256758,323.0459536,1,8,2,4,2,1
465.7175141,-320.7616339,397.3508263,1,9,3,1,1,1
18.38812189,91.66633734,544.4557817,1,10,4,2,2,1
375.7365198,286.6763445,334.1609284,1,11,5,3,1,1
287.6625617,211.3234229,474.9482273,1,12,6,4,2,1
384.0048119,0.580616307,402.1028453,1,1,1,1,1,1
214.6750315,575.65836,312.222599,1,2,2,2,2,1
700.1849587,-418.8479477,108.5575596,1,3,3,3,1,1
581.8867073,37.54244743,378.0193903,1,4,4,4,2,1
-336.6415521,-388.7518909,381.1745577,1,5,5,1,1,1
-141.7874857,751.7310182,69.77156788,1,6,6,2,2,1
-98.97554069,-330.6541601,507.6647018,1,7,1,3,1,1
-495.0560633,-100.0413832,370.7448469,1,8,2,4,2,1
-846.2142634,-148.6947095,95.21163565,1,9,3,1,1,1
4.700652123,18.39227106,691.0274571,1,10,4,2,2,1
77.63983581,-808.4589203,106.776729,1,11,5,3,1,1
-559.5886248,275.3130896,286.9874369,1,12,6,4,2,1
131.8719745,-580.2518254,357.1626248,1,1,1,1,1,1
-434.4890492,488.0448987,199.4736203,1,2,2,2,2,1
-685.6720216,-168.2003798,80.43656007,1,3,3,3,1,1
-499.6597839,-79.94021017,371.8659329,1,4,4,4,2,1
407.1857495,-658.876992,77.24368606,1,5,5,1,1,1
70.27603533,346.2258625,485.182784,1,6,6,2,2,1
-336.435591,-166.4959672,424.1777119,1,7,1,3,1,1
-584.7331102,-348.835508,126.5086972,1,8,2,4,2,1
-268.0785547,-149.5938723,593.4531187,1,9,3,1,1,1
-413.7339387,679.2153107,95.11022786,1,10,4,2,2,1
169.4114796,211.892401,619.7507947,1,11,5,3,1,1
-221.7888909,-73.94131659,586.1963503,1,12,6,4,2,1
131.1172945,85.19813822,480.1425261,1,1,1,1,1,1
-263.2762728,-343.1375953,324.7075843,1,2,2,2,2,1
356.7351952,-89.99978837,444.3631054,1,3,3,3,1,1
-533.1852524,279.0980007,342.8527331,1,4,4,4,2,1
-0.485206305,-790.2576077,90.86592387,1,5,5,1,1,1
209.9421868,71.36191549,566.7288022,1,6,6,2,2,1
297.8328682,600.2121278,153.1941936,1,7,1,3,1,1
-300.9462779,-252.8640249,380.9242302,1,8,2,4,2,1
240.3942884,-545.5587674,354.8999328,1,9,3,1,1,1
354.3796988,23.01578062,480.0353037,1,10,4,2,2,1
71.0595541,189.057303,532.4381563,1,11,5,3,1,1
-137.2507917,294.3186515,559.0994904,1,12,6,4,2,1
-359.5439918,-143.1888002,394.8326206,1,1,1,1,1,1
172.735456,-560.1827452,373.161954,1,2,2,2,2,1
260.8880304,807.3797781,105.162133,1,3,3,3,1,1
103.516283,248.9558417,619.4729346,1,4,4,4,2,1
-271.922643,-634.447285,106.4669762,1,5,5,1,1,1
188.6344808,-680.1254495,80.70491157,1,6,6,2,2,1
-611.9003705,-597.0116027,99.75590605,1,7,1,3,1,1
50.89333921,239.3544397,601.0998252,1,8,2,4,2,1
87.09525658,-129.0574438,479.9279872,1,9,3,1,1,1
456.0308643,5.987677818,323.1038443,1,10,4,2,2,1
-336.8639361,275.9133259,323.2212675,1,11,5,3,1,1
496.3880343,-445.2007171,161.8358968,1,12,6,4,2,1
-271.273691,531.6725109,353.4583301,1,1,1,1,1,1
9.888298725,270.8332388,619.7138109,1,2,2,2,2,1
15.93171552,214.762918,555.6978835,1,3,3,3,1,1
-767.4436878,287.246831,109.9083986,1,4,4,4,2,1
-284.0696782,93.56763151,604.5384278,1,5,5,1,1,1
-579.1775355,-566.4047559,105.6341673,1,6,6,2,2,1
-733.8367455,-374.0480805,111.0426954,1,7,1,3,1,1
169.2726419,337.7383409,417.8684551,1,8,2,4,2,1
-284.7409223,518.8842497,363.2688454,1,9,3,1,1,1
245.0277318,247.8663968,498.3850967,1,10,4,2,2,1
88.40656594,-569.6598304,386.9287847,1,11,5,3,1,1
466.1567354,421.6461114,272.953465,1,12,6,4,2,1
21.29867584,-227.7695184,578.3705106,1,1,1,1,1,1
534.1933116,-258.1401065,360.5877868,1,2,2,2,2,1
631.8320262,-11.25824338,263.1306336,1,3,3,3,1,1
600.8742783,538.8712376,103.8244948,1,4,4,4,2,1
8.418200419,103.7348508,523.2613786,1,5,5,1,1,1
-40.55011856,-125.5467895,485.5262028,1,6,6,2,2,1
332.2290834,-776.7102828,107.5279696,1,7,1,3,1,1
394.4122051,25.08274682,376.3106955,1,8,2,4,2,1
253.6413167,387.0657753,326.5677059,1,9,3,1,1,1
