X,Y,Radius,Color_12,Color_6,Color_4,Color_2,Color_1
336.5507571,-429.9831278,1,5,5,1,1,1
187.3215412,322.8469825,1,6,6,2,2,1
88.15255157,-1.776301304,1,7,1,3,1,1
291.0473151,-273.0235717,1,8,2,4,2,1
-686.8570865,206.7121583,1,9,3,1,1,1
-277.0585393,647.6595846,1,10,4,2,2,1
286.9822723,-101.6788176,1,11,5,3,1,1
-770.8721604,157.1884911,1,12,6,4,2,1
214.2412497,-217.3456079,1,1,1,1,1,1
190.9700804,-573.4415755,1,2,2,2,2,1
-628.1167013,172.4399757,1,3,3,3,1,1
-130.8094027,386.5005763,1,4,4,4,2,1
464.9983971,497.2074389,1,5,5,1,1,1
370.0402378,-81.57572603,1,6,6,2,2,1
-314.5088935,380.6530533,1,7,1,3,1,1
-148.1718296,-414.6160636,1,8,2,4,2,1
-337.3637221,-568.2587279,1,9,3,1,1,1
77.81328342,-98.64124477,1,10,4,2,2,1
-115.4211913,-39.911261,1,11,5,3,1,1
-639.0532787,503.4489192,1,12,6,4,2,1
643.0534213,130.4527116,1,1,1,1,1,1
-76.4326019,-436.6496438,1,2,2,2,2,1
448.166803,-507.5496173,1,3,3,3,1,1
245.2744079,663.0664193,1,4,4,4,2,1
304.6017165,-257.0582347,1,5,5,1,1,1
-109.6581953,-176.5016972,1,6,6,2,2,1
61.24623251,-489.6697053,1,7,1,3,1,1
141.7912171,-198.3432556,1,8,2,4,2,1
570.8021958,257.8326168,1,9,3,1,1,1
20.90431809,390.7879057,1,10,4,2,2,1
-230.8341179,246.6372273,1,11,5,3,1,1
59.17924091,-325.4676434,1,12,6,4,2,1
411.8965311,-359.3834145,1,1,1,1,1,1
-212.3396419,647.6710193,1,2,2,2,2,1
305.2026663,548.536614,1,3,3,3,1,1
65.01730114,-298.4063786,1,4,4,4,2,1
66.50576608,512.3360005,1,5,5,1,1,1
463.6775507,-177.3583405,1,6,6,2,2,1
-373.69269,529.2736172,1,7,1,3,1,1
-559.1112058,285.6883454,1,8,2,4,2,1
-445.4170629,-110.131505,1,9,3,1,1,1
-247.9194934,267.197487,1,10,4,2,2,1
799.644143,109.3998511,1,11,5,3,1,1
-472.0551906,-613.7348438,1,12,6,4,2,1
-84.9250208,355.4448387,1,1,1,1,1,1
290.781091,249.2099613,1,2,2,2,2,1
-634.16132,-56.44448939,1,3,3,3,1,1
228.0689862,-506.0417983,1,4,4,4,2,1
433.6181571,-35.74245006,1,5,5,1,1,1
-191.8787222,376.0720356,1,6,6,2,2,1
298.6961338,627.1456874,1,7,1,3,1,1
-154.410142,51.78766851,1,8,2,4,2,1
-568.2367922,-50.2732985,1,9,3,1,1,1
304.9668167,-118.300009,1,10,4,2,2,1
377.8094257,-90.96578224,1,11,5,3,1,1
29.12738981,-360.4072214,1,12,6,4,2,1
-147.3363348,-47.72215099,1,1,1,1,1,1
904.8023,-14.7266278,1,2,2,2,2,1
53.98615978,-275.7918364,1,3,3,3,1,1
-457.0242985,-370.9055166,1,4,4,4,2,1
-193.5900071,-548.1544504,1,5,5,1,1,1
-399.3306557,-103.792606,1,6,6,2,2,1
563.0970602,-576.006907,1,7,1,3,1,1
267.3099109,-286.9857991,1,8,2,4,2,1
419.4164315,109.4715664,1,9,3,1,1,1
-653.6012482,247.2122099,1,10,4,2,2,1
-463.6363171,251.6495004,1,11,5,3,1,1
-262.8560346,-137.3757453,1,12,6,4,2,1
-528.9529025,171.4391299,1,1,1,1,1,1
-252.2927364,478.9336387,1,2,2,2,2,1
-61.759708,350.9568985,1,3,3,3,1,1
-567.771314,-295.3083352,1,4,4,4,2,1
-130.3770376,260.5134232,1,5,5,1,1,1
257.0137662,-224.5079991,1,6,6,2,2,1
303.4719229,-841.4700114,1,7,1,3,1,1
-518.5523559,-578.9430772,1,8,2,4,2,1
308.0709015,588.1636787,1,9,3,1,1,1
-81.47616561,-503.0095562,1,10,4,2,2,1
293.0106845,-215.0678658,1,11,5,3,1,1
572.3756257,-541.4881434,1,12,6,4,2,1
14.4684124,328.175863,1,1,1,1,1,1
29.75980735,247.6500967,1,2,2,2,2,1
-406.3391872,370.4474583,1,3,3,3,1,1
270.168842,305.905863,1,4,4,4,2,1
-292.0317786,-52.96072406,1,5,5,1,1,1
-525.8362211,96.69909393,1,6,6,2,2,1
-610.536079,-244.0185355,1,7,1,3,1,1
113.7998679,-644.2061146,1,8,2,4,2,1
-689.3049357,-113.0440019,1,9,3,1,1,1
69.13073969,20.53469709,1,10,4,2,2,1
397.6355108,-329.9375621,1,11,5,3,1,1
499.6971227,-240.669379,1,12,6,4,2,1
348.3878341,586.1835267,1,1,1,1,1,1
-600.0112212,251.4413561,1,2,2,2,2,1
-34.28797891,-388.936411,1,3,3,3,1,1
488.7040114,-430.5483717,1,4,4,4,2,1
315.9248446,-137.6701546,1,5,5,1,1,1
-335.5003806,-51.85971275,1,6,6,2,2,1
-77.43164884,599.0417996,1,7,1,3,1,1
-500.7665037,106.7531661,1,8,2,4,2,1
-223.3025053,461.4949234,1,9,3,1,1,1
132.2137462,227.4571926,1,10,4,2,2,1
-403.0286939,230.0834043,1,11,5,3,1,1
-104.6518698,122.4724276,1,12,6,4,2,1
42.91203535,-479.102692,1,1,1,1,1,1
-14.57219496,-120.6576802,1,2,2,2,2,1
-306.1352917,159.2146925,1,3,3,3,1,1
2.624962261,-1.198872775,1,4,4,4,2,1
21.09303282,-66.74219868,1,5,5,1,1,1
474.5839946,244.1571457,1,6,6,2,2,1
271.0265586,-58.3687393,1,7,1,3,1,1
912.6647971,-65.14343879,1,8,2,4,2,1
-67.56489445,50.32130187,1,9,3,1,1,1
-615.0335686,-462.2557661,1,10,4,2,2,1
-493.2646866,22.81878016,1,11,5,3,1,1
-431.3144942,-371.2507454,1,12,6,4,2,1
-192.7853734,-202.5121289,1,1,1,1,1,1
-35.98513132,306.8497575,1,2,2,2,2,1
135.9969617,200.2505872,1,3,3,3,1,1
-212.6569368,-378.5726934,1,4,4,4,2,1
-275.0762492,414.1747041,1,5,5,1,1,1
503.4527981,373.6724401,1,6,6,2,2,1
-672.2270393,-85.60143317,1,7,1,3,1,1
-557.7928715,41.34128878,1,8,2,4,2,1
-283.386087,-721.3510246,1,9,3,1,1,1
103.2248838,-549.0425822,1,10,4,2,2,1
-23.35382598,195.9165256,1,11,5,3,1,1
658.7434188,-460.315448,1,12,6,4,2,1
-218.9322443,-507.9345167,1,1,1,1,1,1
-523.6091295,421.2298315,1,2,2,2,2,1
702.8652543,246.1991398,1,3,3,3,1,1
409.7131874,-207.7325254,1,4,4,4,2,1
-93.63511426,-664.6873172,1,5,5,1,1,1
135.0847085,268.879717,1,6,6,2,2,1
380.368623,170.4042485,1,7,1,3,1,1
-191.9961157,-101.6057382,1,8,2,4,2,1
75.98961135,20.67843722,1,9,3,1,1,1
377.7856368,32.72903292,1,10,4,2,2,1
-87.70140509,-456.8323027,1,11,5,3,1,1
-117.3595762,-376.9286211,1,12,6,4,2,1
-248.5175051,303.8445761,1,1,1,1,1,1
-102.2660023,-597.3339808,1,2,2,2,2,1
-74.07847748,-323.0845732,1,3,3,3,1,1
485.5254334,-103.563607,1,4,4,4,2,1
-198.211957,-62.01718064,1,5,5,1,1,1
-126.0417193,30.26160028,1,6,6,2,2,1
-226.3573688,363.1542201,1,7,1,3,1,1
243.0289993,-388.7707582,1,8,2,4,2,1
-239.465711,54.83518821,1,9,3,1,1,1
-303.5238518,-233.3494975,1,10,4,2,2,1
-330.1184257,-683.568044,1,11,5,3,1,1
-542.5091447,113.7731409,1,12,6,4,2,1
172.535445,-627.4798637,1,1,1,1,1,1
385.2497403,579.3532461,1,2,2,2,2,1
13.93297944,-54.3633398,1,3,3,3,1,1
45.05246047,806.0547338,1,4,4,4,2,1
77.99945236,227.8850122,1,5,5,1,1,1
9.350095624,-255.2207325,1,6,6,2,2,1
-782.4536897,-261.6167383,1,7,1,3,1,1
49.65921146,455.5212475,1,8,2,4,2,1
517.7788179,-412.1430772,1,9,3,1,1,1
235.20644,-272.7515623,1,10,4,2,2,1
-44.62557906,142.7058106,1,11,5,3,1,1
211.2574415,270.8010311,1,12,6,4,2,1
47.71270145,-392.83076,1,1,1,1,1,1
-95.82519761,131.3872693,1,2,2,2,2,1
518.2568255,22.91106789,1,3,3,3,1,1
253.0538712,126.1724263,1,4,4,4,2,1
-78.70692704,-730.0527745,1,5,5,1,1,1
301.4819769,-236.8563967,1,6,6,2,2,1
-468.1492496,-429.4169229,1,7,1,3,1,1
247.2404461,348.0937042,1,8,2,4,2,1
226.5700584,421.5895996,1,9,3,1,1,1
-231.4927532,-261.8884708,1,10,4,2,2,1
73.67316543,148.7410326,1,11,5,3,1,1
375.6030263,-560.3818251,1,12,6,4,2,1
-349.767206,421.146983,1,1,1,1,1,1
-291.0343449,460.0394454,1,2,2,2,2,1
-299.1855646,-161.4881862,1,3,3,3,1,1
-443.3444901,-531.5213205,1,4,4,4,2,1
78.89170609,436.5869686,1,5,5,1,1,1
122.6184159,337.0007992,1,6,6,2,2,1
-751.7758127,22.22450151,1,7,1,3,1,1
123.9186614,218.5756595,1,8,2,4,2,1
4.829001605,354.6352077,1,9,3,1,1,1
384.6191079,-508.5130791,1,10,4,2,2,1
-494.8853783,-118.6816837,1,11,5,3,1,1
-293.5609091,-349.304113,1,12,6,4,2,1
395.2460911,-24.81862089,1,1,1,1,1,1
-484.9544566,-287.8191459,1,2,2,2,2,1
-20.09980842,-88.67341655,1,3,3,3,1,1
336.4668153,104.7754971,1,4,4,4,2,1
-272.2765251,-12.4592415,1,5,5,1,1,1
-32.11805403,-84.13788692,1,6,6,2,2,1
71.56485023,258.6685062,1,7,1,3,1,1
154.4143027,30.9051531,1,8,2,4,2,1
80.81654507,262.1575409,1,9,3,1,1,1
313.9701039,616.6642086,1,10,4,2,2,1
-146.5339786,368.1839765,1,11,5,3,1,1
396.3166624,105.9942354,1,12,6,4,2,1
-226.5416701,-295.4022974,1,1,1,1,1,1
286.3119898,-93.58460418,1,2,2,2,2,1
444.224293,297.8498305,1,3,3,3,1,1
-257.0616858,-88.70494773,1,4,4,4,2,1
212.8692993,584.6121093,1,5,5,1,1,1
-158.4477869,-662.3766642,1,6,6,2,2,1
202.6759154,410.9663127,1,7,1,3,1,1
-6.755534026,-25.17653641,1,8,2,4,2,1
66.84671229,-291.2831992,1,9,3,1,1,1
-516.7487057,-50.02713925,1,10,4,2,2,1
205.6649433,442.7381079,1,11,5,3,1,1
-324.1560856,110.1222355,1,12,6,4,2,1
384.9341237,-644.5225789,1,1,1,1,1,1
-31.29541969,29.37775388,1,2,2,2,2,1
201.8040192,364.1084847,1,3,3,3,1,1
88.31149497,248.7352395,1,4,4,4,2,1
352.891244,254.3674915,1,5,5,1,1,1
-403.5621824,151.6988975,1,6,6,2,2,1
-154.882015,183.3293998,1,7,1,3,1,1
494.7843186,-438.3200656,1,8,2,4,2,1
93.34277212,-404.499867,1,9,3,1,1,1
246.5654807,-130.8921838,1,10,4,2,2,1
-93.58314377,-164.9894473,1,11,5,3,1,1
-199.3524628,-287.315992,1,12,6,4,2,1
-299.2972367,422.7732697,1,1,1,1,1,1
355.816351,-681.3177468,1,2,2,2,2,1
-477.9631199,440.4818727,1,3,3,3,1,1
418.5678566,295.7799228,1,4,4,4,2,1
119.299935,666.201078,1,5,5,1,1,1
347.8274731,603.4976358,1,6,6,2,2,1
-542.4939475,273.043598,1,7,1,3,1,1
-680.5609568,-320.2672008,1,8,2,4,2,1
-590.0068327,-10.09747241,1,9,3,1,1,1
4.800968549,-571.805679,1,10,4,2,2,1
-235.021487,655.9751976,1,11,5,3,1,1
161.0539818,522.1434104,1,12,6,4,2,1
306.5775582,219.4260013,1,1,1,1,1,1
-191.7535545,-154.7921029,1,2,2,2,2,1
-117.4825272,-640.3344009,1,3,3,3,1,1
474.1079986,-445.5984219,1,4,4,4,2,1
218.5874473,-490.6197768,1,5,5,1,1,1
-247.4921243,-156.7804761,1,6,6,2,2,1
-123.950069,-257.9702185,1,7,1,3,1,1
-595.7648586,320.2573432,1,8,2,4,2,1
-256.6637897,-170.1044614,1,9,3,1,1,1
478.7930426,629.5933093,1,10,4,2,2,1
242.8029645,505.8298747,1,11,5,3,1,1
-219.7328405,-463.5810229,1,12,6,4,2,1
326.7119273,10.21252128,1,1,1,1,1,1
206.5598003,597.4877574,1,2,2,2,2,1
571.7386942,-560.8202162,1,3,3,3,1,1
543.4157387,-198.2608217,1,4,4,4,2,1
313.7086921,-500.3458965,1,5,5,1,1,1
468.050399,-346.0999677,1,6,6,2,2,1
-238.5575307,20.8343669,1,7,1,3,1,1
192.2353626,-104.667549,1,8,2,4,2,1
134.8155667,122.5174491,1,9,3,1,1,1
-245.2332398,48.16367995,1,10,4,2,2,1
648.1926374,-96.63035869,1,11,5,3,1,1
-162.9196428,496.8860869,1,12,6,4,2,1
53.15796314,-504.0833968,1,1,1,1,1,1
237.523751,300.9935211,1,2,2,2,2,1
485.5596127,-89.57451333,1,3,3,3,1,1
11.30612281,-498.0308577,1,4,4,4,2,1
237.0102335,67.39706838,1,5,5,1,1,1
282.8953014,201.5363572,1,6,6,2,2,1
-899.8666161,-188.825922,1,7,1,3,1,1
-310.4354448,537.0775962,1,8,2,4,2,1
36.56426465,206.7145904,1,9,3,1,1,1
214.4779684,-589.5967208,1,10,4,2,2,1
-22.72103484,-635.4117495,1,11,5,3,1,1
-209.6537156,184.1431689,1,12,6,4,2,1
-400.2575226,-8.563811222,1,1,1,1,1,1
390.6985926,-85.95294117,1,2,2,2,2,1
270.7384954,-110.7221557,1,3,3,3,1,1
-238.3784139,-170.2960274,1,4,4,4,2,1
227.9065752,236.2768784,1,5,5,1,1,1
-251.2797752,16.28598384,1,6,6,2,2,1
3.173996393,137.3055881,1,7,1,3,1,1
-547.0747462,5.203659214,1,8,2,4,2,1
-44.9520714,-531.5552973,1,9,3,1,1,1
-442.5647122,-81.77298639,1,10,4,2,2,1
-750.7490776,213.6539693,1,11,5,3,1,1
-633.4323967,486.565468,1,12,6,4,2,1
665.7723649,2.666227994,1,1,1,1,1,1
111.2099981,249.3344408,1,2,2,2,2,1
-75.94714699,414.4621046,1,3,3,3,1,1
-195.0225362,-135.2275568,1,4,4,4,2,1
280.3496046,-687.068252,1,5,5,1,1,1
477.9453408,-155.4343265,1,6,6,2,2,1
-321.3409639,92.88708956,1,7,1,3,1,1
-357.7416388,-481.5497491,1,8,2,4,2,1
-499.0523954,-407.491336,1,9,3,1,1,1
343.9578048,-476.487224,1,10,4,2,2,1
134.934425,39.74709941,1,11,5,3,1,1
759.082039,101.717762,1,12,6,4,2,1
-528.0079543,287.9596769,1,1,1,1,1,1
50.80350887,-175.7129442,1,2,2,2,2,1
677.4925596,-391.5191538,1,3,3,3,1,1
387.5782427,-224.0508158,1,4,4,4,2,1
451.9511057,-280.5607717,1,5,5,1,1,1
-391.2237615,75.23387287,1,6,6,2,2,1
-25.77470481,247.9541589,1,7,1,3,1,1
144.4809089,-376.661044,1,8,2,4,2,1
-224.1865777,50.77442926,1,9,3,1,1,1
219.1276299,-5.169990177,1,10,4,2,2,1
-404.4850224,-40.95739192,1,11,5,3,1,1
30.77051421,-482.2831588,1,12,6,4,2,1
209.0986893,-335.310344,1,1,1,1,1,1
402.7929229,196.4817283,1,2,2,2,2,1
58.2047157,497.7145643,1,3,3,3,1,1
401.1165049,-685.4032021,1,4,4,4,2,1
15.83704683,-153.5843992,1,5,5,1,1,1
-433.746365,387.7856296,1,6,6,2,2,1
246.1113224,-59.09326749,1,7,1,3,1,1
-266.2301282,-292.8737467,1,8,2,4,2,1
22.16354754,79.07100441,1,9,3,1,1,1
54.99396734,-416.2722952,1,10,4,2,2,1
241.4619407,-1.469423857,1,11,5,3,1,1
74.51271682,450.0278918,1,12,6,4,2,1
297.1242262,-142.4722719,1,1,1,1,1,1
-104.4481397,-16.76834344,1,2,2,2,2,1
-536.7396989,-359.6795105,1,3,3,3,1,1
529.7859392,439.8265298,1,4,4,4,2,1
524.2665315,113.9275574,1,5,5,1,1,1
335.3729896,-718.4857768,1,6,6,2,2,1
-278.9356254,255.7236502,1,7,1,3,1,1
-476.4815702,-453.7967834,1,8,2,4,2,1
-337.4476735,-223.7409299,1,9,3,1,1,1
-399.6872436,76.0401254,1,10,4,2,2,1
-90.12626936,200.7459895,1,11,5,3,1,1
-70.77009046,-134.3016013,1,12,6,4,2,1
-270.7157464,16.22611664,1,1,1,1,1,1
-377.5723016,-372.2231202,1,2,2,2,2,1
10.4309095,-15.36035013,1,3,3,3,1,1
335.8807047,96.68364327,1,4,4,4,2,1
-416.2397396,137.9117505,1,5,5,1,1,1
-174.4636096,-214.4512251,1,6,6,2,2,1
462.2495741,-249.4941491,1,7,1,3,1,1
-275.4746815,109.5715086,1,8,2,4,2,1
393.1814742,586.9704815,1,9,3,1,1,1
-133.4807991,-94.81437641,1,10,4,2,2,1
158.0487371,-469.7592744,1,11,5,3,1,1
-493.928986,483.4172283,1,12,6,4,2,1
-235.3915854,-54.47897586,1,1,1,1,1,1
-208.732165,748.1565727,1,2,2,2,2,1
60.46409765,326.9700989,1,3,3,3,1,1
-388.3958119,317.7767386,1,4,4,4,2,1
67.04910604,513.2231147,1,5,5,1,1,1
379.9821122,-372.5220589,1,6,6,2,2,1
-319.3606748,-255.9209567,1,7,1,3,1,1
658.1815781,-326.3945912,1,8,2,4,2,1
196.495097,-353.4545736,1,9,3,1,1,1
7.902655463,577.0481648,1,10,4,2,2,1
-171.3329063,516.0497429,1,11,5,3,1,1
-61.95410414,-642.6439902,1,12,6,4,2,1
-266.6623636,315.8032169,1,1,1,1,1,1
-275.1970579,-553.254027,1,2,2,2,2,1
-5.367895981,-39.38779933,1,3,3,3,1,1
167.9920903,607.8927209,1,4,4,4,2,1
-72.77452433,216.3636573,1,5,5,1,1,1
180.022286,282.3808768,1,6,6,2,2,1
277.2830413,-613.158595,1,7,1,3,1,1
-207.6888935,-245.547922,1,8,2,4,2,1
-570.8102969,266.1648862,1,9,3,1,1,1
-426.6547419,-104.7737857,1,10,4,2,2,1
16.0992189,629.7470657,1,11,5,3,1,1
-291.218652,466.5620644,1,12,6,4,2,1
-71.46716656,-539.7340251,1,1,1,1,1,1
431.099877,-136.4548268,1,2,2,2,2,1
362.8104718,-99.43758964,1,3,3,3,1,1
466.2563803,-26.6446211,1,4,4,4,2,1
-70.33268059,-139.120279,1,5,5,1,1,1
-557.1496286,28.14358874,1,6,6,2,2,1
-86.46297325,44.3750436,1,7,1,3,1,1
305.1184148,396.8760664,1,8,2,4,2,1
-510.1822049,-73.68281815,1,9,3,1,1,1
-253.9116403,-612.0499373,1,10,4,2,2,1
-68.44668096,88.70396431,1,11,5,3,1,1
-360.2115448,230.4728723,1,12,6,4,2,1
408.5722128,-40.15789892,1,1,1,1,1,1
335.4581896,58.03564401,1,2,2,2,2,1
172.6592584,-24.68217778,1,3,3,3,1,1
-544.92549,-187.527823,1,4,4,4,2,1
38.56686935,440.762501,1,5,5,1,1,1
197.9629164,-230.108455,1,6,6,2,2,1
159.0211042,-342.0330765,1,7,1,3,1,1
-136.4478166,159.0547646,1,8,2,4,2,1
34.04248235,-426.9149489,1,9,3,1,1,1
-90.93143552,-251.7114046,1,10,4,2,2,1
448.6975918,-54.17487368,1,11,5,3,1,1
-97.17573334,-475.6879429,1,12,6,4,2,1
375.3054551,-380.3652105,1,1,1,1,1,1
542.6535505,-90.64700172,1,2,2,2,2,1
553.9044854,-327.5960752,1,3,3,3,1,1
238.3551378,599.0157075,1,4,4,4,2,1
287.819216,8.885245637,1,5,5,1,1,1
361.2965769,-648.9647948,1,6,6,2,2,1
257.9317991,128.3003816,1,7,1,3,1,1
-625.0992964,-67.61760093,1,8,2,4,2,1
165.1793065,-170.5044141,1,9,3,1,1,1
-566.3807198,-31.73205887,1,10,4,2,2,1
514.1909263,-82.61712009,1,11,5,3,1,1
371.1807702,74.77262353,1,12,6,4,2,1
6.531900131,-237.9473746,1,1,1,1,1,1
125.1172686,525.7466632,1,2,2,2,2,1
399.952707,-487.5317897,1,3,3,3,1,1
-198.0028234,-382.9222248,1,4,4,4,2,1
157.8380493,-427.9923302,1,5,5,1,1,1
397.0260434,-185.4076294,1,6,6,2,2,1
-520.5431257,424.7298829,1,7,1,3,1,1
-78.41311541,425.2588978,1,8,2,4,2,1
-741.4694511,80.28430886,1,9,3,1,1,1
-225.1018691,37.24886863,1,10,4,2,2,1
-169.2326458,-48.55933101,1,11,5,3,1,1
770.7778144,-154.7709854,1,12,6,4,2,1
381.5266567,-239.568519,1,1,1,1,1,1
597.0513592,409.6573037,1,2,2,2,2,1
-28.95205671,548.0941493,1,3,3,3,1,1
657.2768807,396.3888738,1,4,4,4,2,1
-147.4484479,-196.7300462,1,5,5,1,1,1
173.6985702,-309.2724551,1,6,6,2,2,1
61.58916432,-679.5741349,1,7,1,3,1,1
322.7709857,-159.6034438,1,8,2,4,2,1
-157.0309639,-302.6158312,1,9,3,1,1,1
-446.9655742,484.9524635,1,10,4,2,2,1
660.0538682,-19.788574,1,11,5,3,1,1
773.6655228,77.54052725,1,12,6,4,2,1
34.78665566,-325.0611948,1,1,1,1,1,1
-541.3098714,157.3554826,1,2,2,2,2,1
-288.2213405,-89.63971822,1,3,3,3,1,1
-216.3299399,-385.4032243,1,4,4,4,2,1
-78.4419659,663.2331704,1,5,5,1,1,1
385.6882227,-75.31083697,1,6,6,2,2,1
-512.6960091,190.677723,1,7,1,3,1,1
504.9608864,343.7686085,1,8,2,4,2,1
-96.74178389,69.18511531,1,9,3,1,1,1
213.7386697,436.9184166,1,10,4,2,2,1
-321.9900895,40.19428121,1,11,5,3,1,1
-245.1103577,510.2366707,1,12,6,4,2,1
325.920902,216.2530871,1,1,1,1,1,1
51.23803662,-235.55727,1,2,2,2,2,1
-631.8351819,-266.4513469,1,3,3,3,1,1
-434.9707916,-185.3630722,1,4,4,4,2,1
62.78216247,505.6302428,1,5,5,1,1,1
-138.2719702,-761.7060295,1,6,6,2,2,1
-102.9517982,57.99185338,1,7,1,3,1,1
-144.8843982,455.3458509,1,8,2,4,2,1
412.1619138,-519.1942296,1,9,3,1,1,1
277.8213157,-281.8859043,1,10,4,2,2,1
213.6530137,-17.41469273,1,11,5,3,1,1
-628.6209255,144.216002,1,12,6,4,2,1
-399.1880729,-144.5919218,1,1,1,1,1,1
332.8081962,127.9134785,1,2,2,2,2,1
-421.6283594,513.2648408,1,3,3,3,1,1
-413.2841061,-345.6377082,1,4,4,4,2,1
114.9077817,323.4554001,1,5,5,1,1,1
-350.0806864,-330.6426252,1,6,6,2,2,1
149.9396553,-214.4841653,1,7,1,3,1,1
463.9574041,450.2952692,1,8,2,4,2,1
-291.8860499,-426.2137918,1,9,3,1,1,1
410.55632,130.4059359,1,10,4,2,2,1
-195.5033084,887.5473332,1,11,5,3,1,1
-232.5615724,-157.8613551,1,12,6,4,2,1
674.9012264,45.78685194,1,1,1,1,1,1
162.4627433,-267.2079615,1,2,2,2,2,1
409.1495385,-676.0417371,1,3,3,3,1,1
-84.3216038,-205.9379755,1,4,4,4,2,1
375.2315025,-426.1528568,1,5,5,1,1,1
358.0844463,-341.607349,1,6,6,2,2,1
181.6222609,-123.7224519,1,7,1,3,1,1
114.2975267,145.6558066,1,8,2,4,2,1
