10pct_X,10pct_Y,10pct_Radius,10pct_Radius
117.5532599,-180.5013933,1,1
155.1189928,414.0791491,1,1
-135.4664237,77.36241916,1,1
-310.6675996,425.2475443,1,1
359.0029073,440.0905499,1,1
669.6130799,395.7158015,1,1
211.4488921,208.4663459,1,1
212.1137629,-247.261371,1,1
369.1528171,-90.87034125,1,1
-326.9514972,-246.606716,1,1
-55.39369231,787.5387404,1,1
526.3898734,-180.7071419,1,1
-344.070782,-163.1348055,1,1
464.0242591,157.5493664,1,1
44.26743769,-259.8003337,1,1
215.5621874,-168.6724572,1,1
248.1153859,470.2087557,1,1
17.90151968,264.8069816,1,1
-38.09752319,-679.975261,1,1
-31.84260011,49.87110309,1,1
-53.51352128,-14.6611521,1,1
54.16131271,-111.9146156,1,1
289.0384174,214.3912526,1,1
510.8885737,619.772401,1,1
-524.9119067,-232.5632367,1,1
-105.3147275,24.04020323,1,1
-311.0326879,-592.2262142,1,1
-581.9140616,-258.6511474,1,1
713.1421378,-269.4340666,1,1
-8.711599982,-303.9120548,1,1
205.6285281,592.2263671,1,1
-458.0424232,-251.4028803,1,1
-389.5985642,263.1767454,1,1
326.4932487,194.7910311,1,1
441.524006,306.1216847,1,1
-34.43542102,-249.9160418,1,1
-31.77865824,636.8689114,1,1
254.2750492,85.12194994,1,1
-472.213464,-370.4394924,1,1
-320.6797,-443.9102706,1,1
353.6832723,-132.9142105,1,1
-161.0428622,208.1556175,1,1
55.46322394,-170.833281,1,1
-2.709981728,486.037262,1,1
182.6350781,-572.0100052,1,1
-349.5114043,130.1190393,1,1
-374.9207365,-442.7260087,1,1
-358.4254561,-59.27669213,1,1
-128.7276587,674.7806506,1,1
-269.6703699,-120.0317911,1,1
-80.91155786,-181.2773818,1,1
466.9979478,-76.96480322,1,1
-453.0385492,189.0225388,1,1
-111.2180134,-388.4354795,1,1
-385.3345219,597.8263239,1,1
-356.3539677,81.21825364,1,1
-9.563421357,298.2380786,1,1
-214.4406743,84.05896433,1,1
-77.82199908,77.9290866,1,1
-115.6517196,546.0751845,1,1
-170.3086242,-605.6462123,1,1
-483.9672672,-493.1747095,1,1
31.0198484,-153.8289433,1,1
218.4085466,-294.8097929,1,1
-159.9651393,-390.9463849,1,1
26.45306882,-384.2444367,1,1
279.6285867,751.4277274,1,1
510.0969581,-279.293742,1,1
-307.3619682,194.0772721,1,1
-433.352358,-244.7533387,1,1
789.5207765,85.31040221,1,1
165.8310641,-265.982635,1,1
3.126271263,670.7236147,1,1
-455.3405925,393.1170364,1,1
63.96025456,47.39217294,1,1
82.40738575,-692.9227823,1,1
157.9354023,37.39373856,1,1
-720.840691,-332.2868676,1,1
-330.2365887,-305.7708842,1,1
82.137808,350.2888023,1,1
-229.7231558,191.6635045,1,1
189.3844862,-326.2243585,1,1
-712.5809611,312.2323518,1,1
-269.1562224,253.927375,1,1
-18.79590869,-209.4453557,1,1
-455.0307957,-245.4780866,1,1
651.1158035,-66.8415359,1,1
447.534909,313.7949765,1,1
-319.125818,-224.2907572,1,1
18.23150974,-119.4699097,1,1
-612.3375906,470.7679596,1,1
16.93190907,-691.5777433,1,1
256.6877211,-114.238563,1,1
481.0475219,-288.2955997,1,1
357.3311513,220.9588496,1,1
-61.02192517,406.9133338,1,1
-456.5892092,-238.5155159,1,1
717.2052104,-261.1139409,1,1
-270.5196156,-47.45701163,1,1
-391.7477621,-27.98184093,1,1
218.1743128,-495.2141173,1,1
-202.9265281,-69.05277755,1,1
51.31881434,-770.9611193,1,1
348.9208159,-165.8936525,1,1
-178.8569959,651.2640539,1,1
760.231019,199.428632,1,1
-287.5858525,-218.264771,1,1
-106.3746853,428.7147557,1,1
471.5192411,471.7470696,1,1
336.0664979,-315.8860934,1,1
27.0123354,-189.7169054,1,1
-661.4412417,275.713702,1,1
502.4306061,10.91914227,1,1
313.7945682,613.6981569,1,1
-274.6849098,725.3046364,1,1
-489.1807421,-368.4494048,1,1
-162.077791,-500.1004446,1,1
65.85769353,101.7259471,1,1
-332.6865358,267.6752079,1,1
-455.6315454,498.9161092,1,1
-287.2413748,-56.9662914,1,1
-687.1027817,35.30486417,1,1
309.6783108,701.5594214,1,1
365.3287114,-211.7389812,1,1
316.7380069,105.7142988,1,1
454.2642974,-435.4792153,1,1
-168.8312856,-367.6410379,1,1
-89.65179934,183.4804083,1,1
-332.5289514,-92.17497689,1,1
-362.3642001,376.9582715,1,1
-103.0617555,-183.5645431,1,1
40.1151522,234.3663719,1,1
-124.4625702,-5.932358609,1,1
61.3666568,-157.8481576,1,1
455.5657109,86.11791699,1,1
297.3228911,-301.9277431,1,1
-102.9300862,54.56988918,1,1
-546.904442,-478.1617786,1,1
294.9922525,-332.1287131,1,1
51.50931129,-570.5108205,1,1
201.9165454,635.2411192,1,1
-44.86636036,-380.5035411,1,1
183.2247944,211.7656991,1,1
677.2522737,472.9050835,1,1
-248.917172,-248.4984959,1,1
150.7680491,378.139355,1,1
-411.3040474,363.4613635,1,1
407.0009998,-505.2661764,1,1
-518.124794,-31.25317528,1,1
192.3041989,-315.3451349,1,1
12.50249359,-60.28501357,1,1
159.6868624,-216.8710992,1,1
-628.8505062,24.19910987,1,1
-65.25284051,239.2538142,1,1
293.374445,-212.071252,1,1
607.0101569,-320.9569054,1,1
-144.5799271,38.8118917,1,1
-136.3650237,711.5934184,1,1
-616.4651907,-131.9757322,1,1
-76.63479449,-366.8168847,1,1
514.2919008,602.3448659,1,1
-140.7953319,-235.8353372,1,1
-352.2281995,137.8138133,1,1
-200.0202219,774.6101573,1,1
75.27806604,-45.91952603,1,1
-15.09754036,541.3281604,1,1
175.3635388,-618.2417172,1,1
305.3354153,-15.30693779,1,1
-177.5055359,300.9786393,1,1
-654.9424768,-47.65110534,1,1
-264.9273921,334.4521277,1,1
-29.945323,-458.0112422,1,1
225.2444587,471.514572,1,1
-1.176821503,-63.37721322,1,1
-105.5444291,138.6237299,1,1
89.15839615,-604.6460542,1,1
-368.6135282,-391.1091669,1,1
563.4751613,95.94377101,1,1
-184.9063405,38.91178275,1,1
-39.38099262,12.7289893,1,1
261.7666218,-497.3694111,1,1
127.2087998,231.2542163,1,1
-103.0535949,-539.6785679,1,1
-589.27053,203.9911637,1,1
-133.735942,171.3954513,1,1
-363.0390281,-110.9814192,1,1
380.2231682,148.072113,1,1
55.7561919,-649.2236383,1,1
-642.9474965,-401.4468332,1,1
202.838074,-75.34190327,1,1
-343.8135774,-25.59091302,1,1
606.4135574,-533.2224632,1,1
376.1958518,204.411533,1,1
-370.1935237,-4.009192945,1,1
83.76541748,63.11687784,1,1
131.9950755,244.6272541,1,1
361.0741837,-99.48393619,1,1
41.70538296,-599.1518682,1,1
-676.4527742,-206.4921599,1,1
-592.026518,-507.7251377,1,1
-226.1574817,2.603797063,1,1
-428.7648289,342.3493462,1,1
501.8854125,-83.83302251,1,1
-170.8756392,-677.8824216,1,1
82.41213729,-606.9840252,1,1
67.07089857,487.0012724,1,1
261.7237666,-604.69861,1,1
-319.9188781,-130.1682704,1,1
36.43236668,648.4085701,1,1
-148.0247984,109.8092124,1,1
240.25798,-745.0334479,1,1
511.2115319,-59.35494362,1,1
-259.9195786,528.1826472,1,1
84.7567602,506.0253938,1,1
-330.0473152,-545.6598944,1,1
253.5307282,-181.3081056,1,1
-481.1893382,-626.5721933,1,1
51.73540862,282.6464465,1,1
-270.9718859,-146.0999922,1,1
-52.19876156,-529.4813522,1,1
326.4561132,-123.3242499,1,1
-258.6727736,182.8362036,1,1
176.4426378,-337.340612,1,1
-331.7522258,367.5066796,1,1
-362.3969426,298.4888099,1,1
29.14460322,-242.9259375,1,1
-163.9138751,427.6374083,1,1
-41.50499757,312.0539734,1,1
186.2771785,-425.7470512,1,1
428.6673873,53.1794419,1,1
-201.0280234,-139.9603616,1,1
-558.9561428,-60.01678472,1,1
397.395227,-479.6905018,1,1
-259.6265167,240.9281806,1,1
-198.9731944,627.3337307,1,1
15.91416386,375.3322008,1,1
-224.6531711,-84.37246758,1,1
38.09786373,529.0467097,1,1
-258.4525426,-379.6557778,1,1
-174.5269803,19.26339279,1,1
441.2139609,522.77999,1,1
569.908824,-322.8294027,1,1
790.3369086,-123.0599759,1,1
485.8172489,20.95878188,1,1
-273.2979859,-229.7035949,1,1
496.406084,130.4569111,1,1
559.0081503,396.0082239,1,1
0.419427611,-382.5537349,1,1
670.0807922,404.012604,1,1
229.1455878,-524.9609881,1,1
-122.4293146,10.03563592,1,1
422.8983847,-440.9551131,1,1
128.4012713,-153.0387046,1,1
110.2917836,-462.0693864,1,1
-153.9334996,-213.4261876,1,1
766.4935391,-137.2748781,1,1
643.9300636,-145.2884838,1,1
-468.836147,-273.7824662,1,1
-338.3549099,283.9526586,1,1
-481.5247329,-490.1468848,1,1
-642.9752516,-405.8354554,1,1
230.227563,404.2576774,1,1
125.9307269,267.1741899,1,1
595.8930346,-374.9057832,1,1
-286.9257281,486.8076199,1,1
75.58459201,-572.4428864,1,1
-471.0647625,-9.43793295,1,1
176.9367436,-342.5450801,1,1
391.9792842,165.8709364,1,1
-426.9602522,56.20458607,1,1
181.2818104,95.06485901,1,1
396.7702957,671.8095306,1,1
-204.5571067,342.8809304,1,1
170.2759555,99.26400586,1,1
35.28172936,550.0682371,1,1
351.216951,-140.9321069,1,1
532.6107025,-554.8434716,1,1
-94.29530913,344.6826588,1,1
201.4042733,-367.5054703,1,1
326.4229291,223.3694038,1,1
287.3252175,-315.6051989,1,1
-387.3323747,266.4729179,1,1
-121.3424424,-132.610329,1,1
601.6891192,230.5636174,1,1
-193.7142827,-520.6645948,1,1
287.6303892,91.00539998,1,1
1.442512261,-54.21267529,1,1
-313.6709727,-593.4190371,1,1
478.0495187,476.3212927,1,1
-144.0402964,-247.3847829,1,1
770.4461591,-239.1466874,1,1
-487.4085632,-563.9364116,1,1
643.3450278,-292.6055117,1,1
345.2236678,-615.5263573,1,1
532.0396284,-413.5485551,1,1
356.9054035,410.6797329,1,1
-353.3297586,-75.19449561,1,1
92.92557344,466.474461,1,1
17.17960995,-532.5676887,1,1
-464.1535406,-259.0699524,1,1
149.1933044,657.1464885,1,1
-613.2443516,-87.69114755,1,1
594.6556765,-481.5332529,1,1
732.7519488,303.7700117,1,1
-570.8825597,36.54333473,1,1
-123.0970974,603.416509,1,1
59.65700107,-401.7848389,1,1
-317.4067758,227.2648384,1,1
98.35601549,-248.5412502,1,1
192.3106753,-291.6847296,1,1
372.7284696,-157.4068677,1,1
163.9438258,-98.11946282,1,1
203.3982301,-187.3114525,1,1
233.174866,-217.8536613,1,1
726.3784474,288.6599912,1,1
55.98977322,318.5872638,1,1
-57.02410828,434.5573334,1,1
-380.3764684,367.3700479,1,1
196.0678081,17.94329639,1,1
484.746916,-465.9567014,1,1
-713.6022017,375.8094417,1,1
191.6631793,-631.5991046,1,1
591.1060898,434.7483191,1,1
164.6737527,488.9914502,1,1
142.4235397,766.2412011,1,1
405.0495787,-46.97447183,1,1
-345.2793161,-174.6991536,1,1
338.0887904,-466.7492962,1,1
-172.1114587,-238.1921221,1,1
-142.8005269,-557.8061339,1,1
-58.57040814,-20.52871351,1,1
-125.002444,83.39731882,1,1
-605.1325303,-503.1834371,1,1
-552.0415978,-299.242239,1,1
341.3875276,-204.5354547,1,1
-623.2620808,206.5133,1,1
-480.404787,199.860729,1,1
-105.2861467,360.6078818,1,1
49.86684266,116.5889217,1,1
-106.7767821,-129.6994926,1,1
-442.644747,48.03575994,1,1
88.94492777,-107.2730343,1,1
-302.5653033,-690.830678,1,1
-520.105042,-610.3652513,1,1
-671.6031797,-107.8735599,1,1
-158.9935462,356.9960983,1,1
322.4150608,-234.6293943,1,1
446.6502057,459.2194759,1,1
-519.4614434,-57.05963411,1,1
494.7778322,492.8831002,1,1
167.6178963,-211.4359789,1,1
-468.014862,484.9397312,1,1
-79.47191105,-212.4725737,1,1
-602.9812341,126.7040632,1,1
-218.3432167,-242.0419407,1,1
112.7985498,-120.0011044,1,1
-350.3963917,211.1771997,1,1
569.320571,115.6954263,1,1
265.9700978,382.3882853,1,1
116.1915153,-231.3231465,1,1
-209.9145879,469.8233909,1,1
-571.2359065,-234.0767564,1,1
-288.0643907,-134.1671442,1,1
153.9417932,34.30674278,1,1
-98.36179121,-166.7797722,1,1
-195.8467159,-586.7664184,1,1
310.756001,-276.5540921,1,1
65.48752504,-280.707004,1,1
252.1915336,286.6758513,1,1
-434.7636863,688.561104,1,1
66.58353101,-372.5018267,1,1
-427.2153062,420.3451148,1,1
-437.2246757,-307.9623749,1,1
296.2550427,-33.54304232,1,1
286.4213894,532.6868629,1,1
360.0658582,73.65933063,1,1
-262.873265,459.4432234,1,1
363.4801851,-556.5269741,1,1
-692.4924737,323.3360947,1,1
329.3105688,-479.1854214,1,1
-228.1252706,116.1564261,1,1
11.46357746,355.283945,1,1
-638.4735096,490.2902165,1,1
-22.1686141,-309.6704304,1,1
462.8886436,-27.59556498,1,1
-353.135822,682.6298708,1,1
-390.2435224,-345.386056,1,1
-358.2071478,-428.9379578,1,1
-440.8132789,47.63889265,1,1
-334.1434239,-80.54392858,1,1
-334.6090808,-491.7766231,1,1
161.1309763,-34.63716686,1,1
-303.1475031,579.6706777,1,1
554.6221313,-307.2384074,1,1
351.5563002,697.6552021,1,1
-269.0557245,209.2413658,1,1
273.9655287,-87.18498732,1,1
295.4772047,40.75048625,1,1
252.4736035,-23.10017669,1,1
215.7819394,501.5949487,1,1
327.81975,-191.8819703,1,1
23.77770699,-230.8633942,1,1
-401.4285418,-511.3372793,1,1
159.0605265,-13.52142347,1,1
246.9011389,-97.83292066,1,1
69.78196533,-557.6326304,1,1
-195.6257988,16.49501072,1,1
601.8148081,-42.73252814,1,1
-112.7704573,-667.5896245,1,1
325.7856053,-228.0573712,1,1
-96.6364934,230.0572096,1,1
199.181812,-298.2504771,1,1
454.1814271,67.92783017,1,1
461.9381149,663.2441744,1,1
-370.1247735,538.3064406,1,1
-137.1976567,42.96883002,1,1
-290.9122293,-465.5651375,1,1
-419.5721213,378.1003294,1,1
-592.1106663,-502.5047148,1,1
-468.4856191,26.26620219,1,1
-26.38491566,314.1269954,1,1
-130.5659432,-371.4415546,1,1
-174.6198556,-309.6505449,1,1
-232.0842249,11.5842606,1,1
-354.5602811,166.4787906,1,1
209.9822582,307.7814282,1,1
-216.4918948,41.75277557,1,1
-45.34653185,644.4507271,1,1
-280.1722572,-479.5466109,1,1
377.0031908,-834.2504208,1,1
-133.1816307,-18.6545803,1,1
25.85478461,326.6996513,1,1
-21.72030475,-399.3616607,1,1
405.4518542,7.845137697,1,1
474.5379129,208.2885762,1,1
428.7090216,121.6299518,1,1
423.6862359,-211.5163525,1,1
489.5090414,-175.7313874,1,1
-7.6439235,-405.9593087,1,1
287.5378609,-564.9713857,1,1
784.2711769,-80.09208143,1,1
-300.88909,-313.072493,1,1
-16.38905298,-148.8282378,1,1
42.30281626,391.3150825,1,1
45.59548532,146.5656255,1,1
159.0036921,-17.04742832,1,1
69.87837329,-804.5724109,1,1
-57.72852022,-528.6375142,1,1
769.4023123,170.8649685,1,1
130.1829422,628.6987676,1,1
282.4270447,257.6708313,1,1
176.9845651,100.7224403,1,1
-22.69657991,-915.782169,1,1
42.66708018,-690.2124731,1,1
-503.9066862,-21.24612036,1,1
225.0251563,135.1937544,1,1
364.2048356,-325.7760427,1,1
346.9729543,-233.9127992,1,1
-682.6132734,-75.58090169,1,1
555.9789684,-402.7099689,1,1
111.9370534,258.7171295,1,1
-161.2873119,-204.6832773,1,1
233.8679191,-57.75415216,1,1
-102.6269474,665.6705306,1,1
319.2841483,-105.2234268,1,1
-394.4789521,291.2778511,1,1
237.5232527,-427.1629853,1,1
32.2638005,465.0889156,1,1
384.1808262,422.9757596,1,1
-34.37466732,-197.4632962,1,1
564.6416961,-22.2526734,1,1
-124.6028326,-609.3384335,1,1
101.5630867,151.1736173,1,1
553.1499257,512.5970875,1,1
-461.042747,-479.4558996,1,1
562.8916132,-280.5474108,1,1
38.67555104,-615.3972615,1,1
-126.0507533,-106.2946846,1,1
-48.67353328,-223.5470266,1,1
-757.9561727,-247.0951741,1,1
161.7390158,-205.5967205,1,1
-260.8919857,-735.9310213,1,1
-434.711321,684.6283796,1,1
-549.2546938,-309.1077906,1,1
393.2879926,218.3424581,1,1
-269.0214183,-22.44431391,1,1
-262.7116716,-332.9783507,1,1
-447.1061535,529.3518904,1,1
153.9926127,251.1866222,1,1
-88.66545677,505.2163217,1,1
509.6526843,-151.832382,1,1
-50.88193448,220.5040612,1,1
148.1605966,643.8383767,1,1
-121.525317,-640.0069113,1,1
523.5960147,-373.179097,1,1
386.6366387,131.7370565,1,1
-546.1357883,-366.2075889,1,1
-165.5753709,-396.6610091,1,1
607.8663733,-144.2540613,1,1
-440.5750639,-281.9927773,1,1
760.0583833,267.074969,1,1
375.1680714,137.1249387,1,1
-534.8173974,224.0872049,1,1
8.640588271,154.9026772,1,1
513.6017711,-180.6934271,1,1
-103.7413559,262.0734865,1,1
-37.44750607,4.269027611,1,1
507.7508117,18.29759687,1,1
-134.0340421,207.1949886,1,1
190.1319939,252.4263267,1,1
-147.4028834,206.6116732,1,1
-250.6755411,-42.83697091,1,1
-409.5854699,-307.189325,1,1
-138.7358714,-582.6700326,1,1
387.1587022,4.253228273,1,1
70.08455631,648.1571152,1,1
-331.6810459,-206.2112674,1,1
-192.3636382,489.0013309,1,1
-284.0477791,-290.7037284,1,1
-616.9521934,-275.8203863,1,1
-633.8028856,-93.91964098,1,1
-275.5292496,622.5246575,1,1
-496.4925977,-33.72879994,1,1
-84.11580802,546.7111281,1,1
25.16418595,-480.0383482,1,1
58.45345218,-400.9878636,1,1
-760.6419367,-36.23843501,1,1
-377.2877127,-231.4841299,1,1
-575.5124198,393.8315942,1,1
551.2964863,368.7002109,1,1
-13.28927613,425.7304406,1,1
159.895782,-346.4288848,1,1
626.4935416,73.3378023,1,1
427.6198978,-22.69155767,1,1
115.977909,486.7756247,1,1
-453.190557,7.125211371,1,1
223.0150869,-362.4874458,1,1
557.3439076,-568.5826931,1,1
-256.4450065,-61.01963265,1,1
353.6818609,135.8856034,1,1
319.6045749,232.3441698,1,1
195.3321643,-268.4616678,1,1
-29.68262719,-437.5417932,1,1
-95.82554371,-289.5996191,1,1
-13.83167436,451.9106362,1,1
-133.160049,-460.8025865,1,1
130.4118113,-159.124289,1,1
175.980486,326.359342,1,1
-457.3476494,-46.80974031,1,1
-218.8214095,-80.81726084,1,1
-534.9657543,379.697903,1,1
-189.4691758,-337.6874648,1,1
-31.50776225,-672.1904457,1,1
123.3174875,-254.3361725,1,1
-282.3563607,-87.85652723,1,1
439.3960242,83.59757451,1,1
-453.6271425,-474.5282645,1,1
125.2406718,521.2422056,1,1
-519.7154234,181.7837175,1,1
490.6244227,143.0374338,1,1
306.0370742,-367.7402798,1,1
135.3750955,-59.77540561,1,1
-361.9658388,403.8274905,1,1
-346.7114815,-354.8125141,1,1
141.1677162,-59.01441123,1,1
241.891406,161.2053184,1,1
-412.8224214,131.7638194,1,1
-43.74492807,-427.5650241,1,1
8.017417257,-76.28054362,1,1
-273.1061938,9.372047294,1,1
436.4309339,-658.8451532,1,1
177.1394903,-346.5715147,1,1
-225.6380729,-501.327404,1,1
336.1317002,404.1368422,1,1
-216.0229401,203.3165102,1,1
96.52566816,391.0810262,1,1
-459.9048195,280.478174,1,1
-38.58103214,-526.8784849,1,1
-383.4952922,359.7870777,1,1
284.1232885,146.9907559,1,1
-604.3319927,349.2547265,1,1
-162.9305008,-183.7079398,1,1
8.986892671,-392.0978471,1,1
-189.1141807,23.72498974,1,1
-21.73601745,467.7681771,1,1
174.9849762,436.338259,1,1
-212.2563064,10.99655473,1,1
502.0863182,-145.0004646,1,1
475.2288797,-171.7287949,1,1
11.18556034,914.2706729,1,1
-461.7555662,-88.26047532,1,1
-341.8586052,163.1205309,1,1
-153.4526706,-20.31629643,1,1
455.4951903,551.83139,1,1
-211.6414574,519.0609462,1,1
766.787352,-123.0398036,1,1
174.6209015,131.7695049,1,1
386.2938925,509.4304346,1,1
154.4452518,-611.7983595,1,1
-295.7892057,393.6130413,1,1
69.98479063,356.9930766,1,1
-134.0996926,37.78405745,1,1
