X,Y,Radius,Color,Z,X_old,Y_old,Z_old
-1362.737952,1008.440628,1,1,592.2847932,-1.362737952,1.008440628,0.592284793
-1769.135255,1269.403003,1,1,328.9711124,-1.769135255,1.269403003,0.328971112
-1339.715657,-644.816814,1,1,720.2084328,-1.339715657,-0.644816814,0.720208433
2413.309639,-690.0087953,1,1,229.8220332,2.413309639,-0.690008795,0.229822033
1524.78629,-122.075205,1,1,715.1947758,1.52478629,-0.122075205,0.715194776
1044.652666,-134.5331288,1,1,793.2086269,1.044652666,-0.134533129,0.793208627
378.5383955,-538.555092,1,1,1048.119553,0.378538396,-0.538555092,1.048119553
2007.545145,-1102.994602,1,1,356.9260207,2.007545145,-1.102994602,0.356926021
293.1634728,1278.098408,1,1,679.8986316,0.293163473,1.278098408,0.679898632
428.4250877,2423.149072,1,1,278.5061691,0.428425088,2.423149072,0.278506169
-387.4065308,-1776.013054,1,1,438.3572886,-0.387406531,-1.776013054,0.438357289
1038.042663,-1199.537857,1,1,691.4659554,1.038042663,-1.199537857,0.691465955
-96.37411861,425.4880106,1,1,959.1805116,-0.096374119,0.425488011,0.959180512
-101.8704398,-915.5073336,1,1,949.0455541,-0.10187044,-0.915507334,0.949045554
-388.3272216,275.1310557,1,1,965.7901778,-0.388327222,0.275131056,0.965790178
1007.02704,-120.497915,1,1,838.4657661,1.00702704,-0.120497915,0.838465766
-897.3383547,-2248.432656,1,1,311.2380086,-0.897338355,-2.248432656,0.311238009
309.2673534,-1596.949751,1,1,662.2946283,0.309267353,-1.596949751,0.662294628
-589.2807768,-1346.708904,1,1,719.5244934,-0.589280777,-1.346708904,0.719524493
-1534.509667,983.6203813,1,1,432.3834814,-1.534509667,0.983620381,0.432383481
-317.8887241,-1010.896292,1,1,786.169019,-0.317888724,-1.010896292,0.786169019
-827.0616471,-950.910816,1,1,673.620361,-0.827061647,-0.950910816,0.673620361
-449.5601299,-111.5349923,1,1,962.7994954,-0.44956013,-0.111534992,0.962799495
1400.363927,-1119.86576,1,1,469.1785552,1.400363927,-1.11986576,0.469178555
1626.322387,-543.8197801,1,1,568.8653572,1.626322387,-0.54381978,0.568865357
712.6152109,-96.45079349,1,1,1062.46162,0.712615211,-0.096450793,1.06246162
-1106.708253,137.7373134,1,1,732.3546932,-1.106708253,0.137737313,0.732354693
697.8661532,-437.5146792,1,1,1035.114537,0.697866153,-0.437514679,1.035114537
-60.03410044,2413.326521,1,1,316.057243,-0.0600341,2.413326521,0.316057243
252.5426364,1093.613135,1,1,726.5293661,0.252542636,1.093613135,0.726529366
-414.1788279,-1852.689233,1,1,352.3503795,-0.414178828,-1.852689233,0.352350379
519.5902757,2315.850887,1,1,339.4596011,0.519590276,2.315850887,0.339459601
-745.155825,-1526.492796,1,1,588.3335814,-0.745155825,-1.526492796,0.588333581
766.302391,570.477396,1,1,909.6416218,0.766302391,0.570477396,0.909641622
710.8920488,838.1909064,1,1,746.5502511,0.710892049,0.838190906,0.746550251
1112.009397,-420.7975092,1,1,686.6883616,1.112009397,-0.420797509,0.686688362
122.0313722,1412.749815,1,1,710.2457887,0.122031372,1.412749815,0.710245789
124.5466498,-414.9736653,1,1,959.0195727,0.12454665,-0.414973665,0.959019573
-558.2142225,-997.5282785,1,1,711.285213,-0.558214223,-0.997528278,0.711285213
-1193.296965,1462.036395,1,1,362.4845297,-1.193296965,1.462036395,0.36248453
-1054.586083,190.4598092,1,1,773.4618027,-1.054586083,0.190459809,0.773461803
1736.23509,-79.32829494,1,1,539.8341695,1.73623509,-0.079328295,0.539834169
-382.2294953,-147.5055766,1,1,959.5433039,-0.382229495,-0.147505577,0.959543304
-712.5116399,-194.1876686,1,1,1062.78357,-0.71251164,-0.194187669,1.06278357
2299.214523,796.2739725,1,1,333.425824,2.299214523,0.796273972,0.333425824
-2314.508954,-815.858675,1,1,284.4483681,-2.314508954,-0.815858675,0.284448368
1211.302139,339.3817143,1,1,673.6041547,1.211302139,0.339381714,0.673604155
-442.2952028,-1851.257832,1,1,348.1166387,-0.442295203,-1.851257832,0.348116639
-1434.213643,301.3064055,1,1,719.122678,-1.434213643,0.301306405,0.719122678
1143.498779,319.0156017,1,1,687.4082081,1.143498779,0.319015602,0.687408208
-726.5189054,-887.5303722,1,1,708.7102119,-0.726518905,-0.887530372,0.708710212
-1749.834465,-1126.649007,1,1,296.8818802,-1.749834465,-1.126649007,0.29688188
822.1052018,488.1343331,1,1,908.7266893,0.822105202,0.488134333,0.908726689
-644.2880549,793.1488708,1,1,829.3514103,-0.644288055,0.793148871,0.82935141
-1481.599258,466.3734059,1,1,707.7822701,-1.481599258,0.466373406,0.70778227
726.8920899,2151.939308,1,1,355.5197672,0.72689209,2.151939308,0.355519767
-260.8045286,899.2145469,1,1,931.9802484,-0.260804529,0.899214547,0.931980248
-578.0686954,1481.876936,1,1,688.823938,-0.578068695,1.481876936,0.688823938
-1745.09158,354.3531561,1,1,484.9884897,-1.74509158,0.354353156,0.48498849
219.3502425,-1163.355706,1,1,688.785184,0.219350243,-1.163355706,0.688785184
-32.40415264,-1713.009521,1,1,570.7263286,-0.032404153,-1.713009521,0.570726329
288.6112973,612.6531008,1,1,1054.493434,0.288611297,0.612653101,1.054493434
2088.64657,-1013.110252,1,1,355.1125985,2.08864657,-1.013110252,0.355112599
-935.9715423,-988.3052863,1,1,693.4464505,-0.935971542,-0.988305286,0.69344645
-363.23593,-1308.630219,1,1,692.5099221,-0.36323593,-1.308630219,0.692509922
-274.9887864,1148.723725,1,1,689.9473896,-0.274988786,1.148723725,0.68994739
1338.102843,1703.590071,1,1,327.1238952,1.338102843,1.703590071,0.327123895
84.91386357,-191.5190094,1,1,1078.567301,0.084913864,-0.191519009,1.078567301
-702.7064407,-668.9921569,1,1,891.7556563,-0.702706441,-0.668992157,0.891755656
-260.0171535,565.0391017,1,1,1032.411953,-0.260017153,0.565039102,1.032411953
809.9835092,193.5270606,1,1,1029.310947,0.809983509,0.193527061,1.029310947
-102.1888199,828.2891118,1,1,1028.110947,-0.10218882,0.828289112,1.028110947
-875.0335934,-1964.413885,1,1,318.639049,-0.875033593,-1.964413885,0.318639049
-2965.292379,-366.3280701,1,1,139.3163994,-2.965292379,-0.36632807,0.139316399
-833.7073018,1433.183158,1,1,633.0541637,-0.833707302,1.433183158,0.633054164
1187.209256,692.7481705,1,1,697.5746549,1.187209256,0.69274817,0.697574655
-1365.240116,1746.447964,1,1,342.9862981,-1.365240116,1.746447964,0.342986298
2039.408166,462.8664426,1,1,305.5945711,2.039408166,0.462866443,0.305594571
2372.378679,-281.3790949,1,1,331.6124124,2.372378679,-0.281379095,0.331612412
1449.404983,1518.93365,1,1,301.4217551,1.449404983,1.51893365,0.301421755
-2371.872212,-645.1984319,1,1,280.9191111,-2.371872212,-0.645198432,0.280919111
1188.11654,513.686149,1,1,676.6971312,1.18811654,0.513686149,0.676697131
1540.881444,162.7819644,1,1,709.2156148,1.540881444,0.162781964,0.709215615
2471.981607,-1047.233785,1,1,64.21092013,2.471981607,-1.047233785,0.06421092
46.01256627,1351.467378,1,1,690.7412549,0.046012566,1.351467378,0.690741255
88.22005765,-391.8943246,1,1,960.4577867,0.088220058,-0.391894325,0.960457787
320.5167505,219.0191315,1,1,962.8604001,0.32051675,0.219019132,0.9628604
442.9201323,81.44022237,1,1,960.5951489,0.442920132,0.081440222,0.960595149
-1230.275223,-576.4923816,1,1,692.6744423,-1.230275223,-0.576492382,0.692674442
1257.335064,-1971.11707,1,1,351.8826486,1.257335064,-1.97111707,0.351882649
-1645.166379,-1101.036328,1,1,302.0695151,-1.645166379,-1.101036328,0.302069515
-1798.541961,1439.232629,1,1,356.8045097,-1.798541961,1.439232629,0.35680451
-213.8487504,-484.1585538,1,1,985.5732643,-0.21384875,-0.484158554,0.985573264
323.4488529,-2202.454961,1,1,350.9068419,0.323448853,-2.202454961,0.350906842
-2329.010883,-297.7037264,1,1,349.1527949,-2.329010883,-0.297703726,0.349152795
435.5726894,-356.6914268,1,1,1002.132839,0.435572689,-0.356691427,1.002132839
-11.39592146,81.67885252,1,1,1177.31457,-0.011395921,0.081678853,1.17731457
-737.3767815,586.6706208,1,1,925.0153033,-0.737376782,0.586670621,0.925015303
1220.120242,1526.998574,1,1,313.033787,1.220120242,1.526998574,0.313033787
-1166.770133,-1029.564065,1,1,706.6696202,-1.166770133,-1.029564065,0.70666962
1827.892433,2330.110492,1,1,122.5558951,1.827892433,2.330110492,0.122555895
1055.609848,1823.775623,1,1,303.6067391,1.055609848,1.823775623,0.303606739
846.8245966,1204.715847,1,1,719.7154941,0.846824597,1.204715847,0.719715494
116.9736173,1522.372343,1,1,715.8472296,0.116973617,1.522372343,0.71584723
1206.23999,-493.6327973,1,1,678.2723093,1.20623999,-0.493632797,0.678272309
2955.897802,-454.2079969,1,1,170.522971,2.955897802,-0.454207997,0.170522971
1302.717865,-338.1262448,1,1,688.8584898,1.302717865,-0.338126245,0.68885849
1380.937831,-725.174038,1,1,705.1264198,1.380937831,-0.725174038,0.70512642
1167.991851,-413.9128818,1,1,674.4911845,1.167991851,-0.413912882,0.674491185
703.4759235,95.60559372,1,1,1061.526902,0.703475924,0.095605594,1.061526902
-2910.160336,693.0462755,1,1,141.8188053,-2.910160336,0.693046275,0.141818805
1227.496822,938.3038744,1,1,710.7598732,1.227496822,0.938303874,0.710759873
821.9480938,-537.5611863,1,1,877.3256738,0.821948094,-0.537561186,0.877325674
-1104.562591,-1588.752917,1,1,324.4896052,-1.104562591,-1.588752917,0.324489605
1512.561379,-284.6214915,1,1,712.6456092,1.512561379,-0.284621492,0.712645609
-387.5074872,-2392.836069,1,1,308.9417671,-0.387507487,-2.392836069,0.308941767
-1003.627758,-787.8962591,1,1,674.4038297,-1.003627758,-0.787896259,0.67440383
1929.340344,-711.8107416,1,1,293.0065957,1.929340344,-0.711810742,0.293006596
1449.558357,78.93270877,1,1,717.3511179,1.449558357,0.078932709,0.717351118
1533.696043,1336.39694,1,1,292.0765982,1.533696043,1.33639694,0.292076598
-1839.153068,1304.48286,1,1,352.9170721,-1.839153068,1.30448286,0.352917072
-61.17008443,2111.491189,1,1,305.18623,-0.061170084,2.111491189,0.30518623
1352.534508,2318.531533,1,1,65.25813407,1.352534508,2.318531533,0.065258134
-285.9853665,-517.381314,1,1,1016.836793,-0.285985367,-0.517381314,1.016836793
1150.766493,779.4177549,1,1,702.2795575,1.150766493,0.779417755,0.702279557
173.8274531,870.5751076,1,1,983.8788833,0.173827453,0.870575108,0.983878883
380.9947092,2170.443131,1,1,338.5997009,0.380994709,2.170443131,0.338599701
-1430.986695,-678.4318075,1,1,693.0367832,-1.430986695,-0.678431807,0.693036783
-1240.890569,-546.7533867,1,1,691.8717124,-1.240890569,-0.546753387,0.691871712
1312.707482,-562.1911013,1,1,712.7058725,1.312707482,-0.562191101,0.712705872
-120.3832409,1083.807819,1,1,754.6127564,-0.120383241,1.083807819,0.754612756
-1848.339117,-212.4734603,1,1,389.2219623,-1.848339117,-0.21247346,0.389221962
-1074.542776,-1.374052549,1,1,770.4633529,-1.074542776,-0.001374053,0.770463353
-333.4115616,301.5457816,1,1,960.4864957,-0.333411562,0.301545782,0.960486496
-365.7783671,1783.873565,1,1,434.4506296,-0.365778367,1.783873565,0.43445063
1242.075395,210.3184443,1,1,673.6145482,1.242075395,0.210318444,0.673614548
-692.8029322,900.848331,1,1,715.9126954,-0.692802932,0.900848331,0.715912695
832.9443324,-424.5108896,1,1,933.5761554,0.832944332,-0.42451089,0.933576155
974.6991167,-1630.137076,1,1,351.576306,0.974699117,-1.630137076,0.351576306
-2442.208727,-1270.57975,1,1,37.33984955,-2.442208727,-1.27057975,0.03733985
333.3040734,1598.482752,1,1,656.9112829,0.333304073,1.598482752,0.656911283
375.603531,-1679.679448,1,1,561.0622431,0.375603531,-1.679679448,0.561062243
-1866.714572,-1141.846047,1,1,333.0483323,-1.866714572,-1.141846047,0.333048332
1857.095269,1488.368258,1,1,336.3603168,1.857095269,1.488368258,0.336360317
-638.7750813,1552.594828,1,1,610.9701941,-0.638775081,1.552594828,0.610970194
-485.3396686,1570.290788,1,1,647.158388,-0.485339669,1.570290788,0.647158388
224.5449763,-2635.382447,1,1,93.62738801,0.224544976,-2.635382447,0.093627388
-6.117573172,888.0323337,1,1,983.5930031,-0.006117573,0.888032334,0.983593003
1465.611318,2144.858457,1,1,151.077385,1.465611318,2.144858457,0.151077385
-1176.84972,1338.437758,1,1,483.0140678,-1.17684972,1.338437758,0.483014068
-1175.059573,1374.47735,1,1,450.028299,-1.175059573,1.37447735,0.450028299
-619.7209158,-1948.317008,1,1,292.1804547,-0.619720916,-1.948317008,0.292180455
-477.6949096,113.0838647,1,1,970.2577693,-0.47769491,0.113083865,0.970257769
418.5707322,332.7532429,1,1,988.0985932,0.418570732,0.332753243,0.988098593
421.5288801,418.9221355,1,1,1018.465763,0.42152888,0.418922135,1.018465763
1532.443098,-590.0894738,1,1,648.5183526,1.532443098,-0.590089474,0.648518353
-156.0545272,-921.2981178,1,1,934.1049718,-0.156054527,-0.921298118,0.934104972
1751.498112,1620.653746,1,1,336.2249111,1.751498112,1.620653746,0.336224911
1427.579402,152.0323075,1,1,714.3976423,1.427579402,0.152032308,0.714397642
1004.048849,-1427.392585,1,1,530.7646392,1.004048849,-1.427392585,0.530764639
-1157.306359,2139.357644,1,1,302.599324,-1.157306359,2.139357644,0.302599324
-206.6533923,146.2479719,1,1,1040.1562,-0.206653392,0.146247972,1.0401562
952.026891,-960.7818948,1,1,690.8382259,0.952026891,-0.960781895,0.690838226
658.5078704,-2331.749346,1,1,343.8471404,0.65850787,-2.331749346,0.34384714
730.0511206,-1498.136125,1,1,624.2639626,0.730051121,-1.498136125,0.624263963
1634.88482,1792.918343,1,1,327.6830721,1.63488482,1.792918343,0.327683072
-267.8780215,528.5382991,1,1,1017.558549,-0.267878021,0.528538299,1.017558549
-938.5203474,1162.424117,1,1,720.0738941,-0.938520347,1.162424117,0.720073894
-612.8187816,-2436.975259,1,1,226.8445615,-0.612818782,-2.436975259,0.226844562
33.74851124,-718.8233334,1,1,1062.498684,0.033748511,-0.718823333,1.062498684
1342.137251,-2151.87691,1,1,201.9844416,1.342137251,-2.15187691,0.201984442
306.3038085,979.9135584,1,1,823.6654032,0.306303809,0.979913558,0.823665403
758.8196702,-510.6862941,1,1,956.1575386,0.75881967,-0.510686294,0.956157539
-1798.024079,704.6564548,1,1,327.010833,-1.798024079,0.704656455,0.327010833
474.339593,399.816846,1,1,1031.624548,0.474339593,0.399816846,1.031624548
1156.860848,-694.9981759,1,1,689.9439281,1.156860848,-0.694998176,0.689943928
-685.745753,1784.588599,1,1,341.2088916,-0.685745753,1.784588599,0.341208892
-1679.972056,-2314.981058,1,1,56.81815147,-1.679972056,-2.314981058,0.056818151
-1444.533505,1399.266351,1,1,294.0536514,-1.444533505,1.399266351,0.294053651
1370.84131,828.2572146,1,1,681.5593076,1.37084131,0.828257215,0.681559308
345.6449732,-623.1440852,1,1,1061.846011,0.345644973,-0.623144085,1.061846011
1915.809407,1034.072603,1,1,329.6564941,1.915809407,1.034072603,0.329656494
-38.10637597,-1534.882722,1,1,713.7241405,-0.038106376,-1.534882722,0.71372414
-1197.685564,-791.6959866,1,1,714.4076467,-1.197685564,-0.791695987,0.714407647
-1015.677938,-959.9204494,1,1,704.5578076,-1.015677938,-0.959920449,0.704557808
356.6348539,1385.367168,1,1,713.2809309,0.356634854,1.385367168,0.713280931
2289.292033,-841.5145857,1,1,297.2170111,2.289292033,-0.841514586,0.297217011
880.1142829,873.933263,1,1,674.3836515,0.880114283,0.873933263,0.674383652
47.87535883,2222.607529,1,1,344.9693957,0.047875359,2.222607529,0.344969396
-76.14375543,1013.486264,1,1,835.9155148,-0.076143755,1.013486264,0.835915515
1949.478315,-1318.003247,1,1,347.4747893,1.949478315,-1.318003247,0.347474789
-1980.439642,292.1611655,1,1,295.7513683,-1.980439642,0.292161165,0.295751368
685.8672144,2427.141607,1,1,216.9351549,0.685867214,2.427141607,0.216935155
2579.583219,1519.602172,1,1,154.3167923,2.579583219,1.519602172,0.154316792
2206.713607,-142.422294,1,1,341.2132492,2.206713607,-0.142422294,0.341213249
1104.757451,2215.276423,1,1,264.7165944,1.104757451,2.215276423,0.264716594
-638.5626209,2723.346279,1,1,36.73559377,-0.638562621,2.723346279,0.036735594
-167.1613946,535.8342974,1,1,1001.266569,-0.167161395,0.535834297,1.001266569
805.4341946,-627.4355979,1,1,830.3925206,0.805434195,-0.627435598,0.830392521
1727.328008,-68.25015308,1,1,551.6802727,1.727328008,-0.068250153,0.551680273
708.3802072,-1831.564904,1,1,308.527013,0.708380207,-1.831564904,0.308527013
-583.4936606,-398.6815523,1,1,1061.08022,-0.583493661,-0.398681552,1.06108022
1030.500139,1463.221882,1,1,473.5021724,1.030500139,1.463221882,0.473502172
1637.821111,-830.6225299,1,1,416.1334744,1.637821111,-0.83062253,0.416133474
434.9954282,2473.493866,1,1,228.3120303,0.434995428,2.473493866,0.22831203
2022.273523,1182.551474,1,1,350.6807132,2.022273523,1.182551474,0.350680713
1220.385667,267.4748306,1,1,673.7805139,1.220385667,0.267474831,0.673780514
-1404.633187,-691.2270087,1,1,702.5585621,-1.404633187,-0.691227009,0.702558562
-1353.198904,1318.883251,1,1,360.2523797,-1.353198904,1.318883251,0.36025238
673.2921075,-1005.03288,1,1,679.8246544,0.673292107,-1.00503288,0.679824654
280.1177002,1230.615152,1,1,673.6518377,0.2801177,1.230615152,0.673651838
842.2890301,555.4677527,1,1,844.7752926,0.84228903,0.555467753,0.844775293
-1035.753364,820.5977173,1,1,682.2407014,-1.035753364,0.820597717,0.682240701
-484.4762596,532.3629295,1,1,1062.512714,-0.48447626,0.532362929,1.062512714
957.0604213,-347.2474559,1,1,833.8079324,0.957060421,-0.347247456,0.833807932
985.158075,-936.782918,1,1,692.9189291,0.985158075,-0.936782918,0.692918929
-787.8480256,-92.47769945,1,1,1050.56642,-0.787848026,-0.092477699,1.05056642
800.2175867,1070.899729,1,1,686.2837641,0.800217587,1.070899729,0.686283764
928.7928656,511.1596846,1,1,785.6696822,0.928792866,0.511159685,0.785669682
2088.604619,125.8058479,1,1,299.4860808,2.088604619,0.125805848,0.299486081
2232.268762,843.744229,1,1,362.1834909,2.232268762,0.843744229,0.362183491
-1430.353163,372.0531001,1,1,720.0162107,-1.430353163,0.3720531,0.720016211
468.294992,-3.821479122,1,1,963.9097136,0.468294992,-0.003821479,0.963909714
-1707.658906,2408.374365,1,1,114.6084178,-1.707658906,2.408374365,0.114608418
-320.0531865,271.66014,1,1,958.9262699,-0.320053186,0.27166014,0.95892627
-397.6814907,-2173.70514,1,1,340.705288,-0.397681491,-2.17370514,0.340705288
345.6925856,1664.686326,1,1,586.510102,0.345692586,1.664686326,0.586510102
-660.7089359,1322.336763,1,1,720.0274088,-0.660708936,1.322336763,0.720027409
1877.231674,-2134.794676,1,1,49.05862133,1.877231674,-2.134794676,0.049058621
-1232.863547,-1875.398289,1,1,350.685317,-1.232863547,-1.875398289,0.350685317
-412.7742069,251.8395089,1,1,967.9404282,-0.412774207,0.251839509,0.967940428
-2047.819478,340.4548604,1,1,295.8352998,-2.047819478,0.34045486,0.2958353
741.2245268,1275.087138,1,1,719.8611025,0.741224527,1.275087138,0.719861102
1368.363665,-1971.309926,1,1,325.4185805,1.368363665,-1.971309926,0.32541858
2140.223016,397.0783397,1,1,333.8739408,2.140223016,0.39707834,0.333873941
-760.7446835,1793.072078,1,1,316.731474,-0.760744683,1.793072078,0.316731474
-358.5844614,171.1637656,1,1,961.1155479,-0.358584461,0.171163766,0.961115548
653.7021632,-1124.8775,1,1,677.838488,0.653702163,-1.1248775,0.677838488
1426.706789,-630.0735567,1,1,705.1789263,1.426706789,-0.630073557,0.705178926
-1033.039171,-814.0995568,1,1,680.7839485,-1.033039171,-0.814099557,0.680783949
1463.224429,330.2764107,1,1,719.7514861,1.463224429,0.330276411,0.719751486
-699.1391411,-77.22633698,1,1,1060.567032,-0.699139141,-0.077226337,1.060567032
