X,Y,Radius,Color_12,Color_6,Color_4,Color_2,Color_1
459.9518386,274.2319449,1,8,2,4,2,1
364.2405702,-85.57197217,1,9,3,1,1,1
-241.6710429,-82.89572392,1,10,4,2,2,1
799.1577776,197.91785,1,11,5,3,1,1
-680.0763276,288.4350453,1,12,6,4,2,1
675.9128334,-43.10308287,1,1,1,1,1,1
44.1624478,-241.7337314,1,2,2,2,2,1
-222.9081234,117.2883575,1,3,3,3,1,1
80.05494335,133.3917069,1,4,4,4,2,1
-533.730198,-236.6564055,1,5,5,1,1,1
-594.6919088,-166.040192,1,6,6,2,2,1
388.2558009,-58.16704846,1,7,1,3,1,1
-531.922517,382.9068732,1,8,2,4,2,1
290.648976,-721.3071262,1,9,3,1,1,1
644.1713145,-199.6086696,1,10,4,2,2,1
246.1706919,-627.0507381,1,11,5,3,1,1
469.252856,264.4528656,1,12,6,4,2,1
815.5217577,-416.6437107,1,1,1,1,1,1
552.6220872,157.9739807,1,2,2,2,2,1
457.2719217,-4.48374414,1,3,3,3,1,1
-108.6632806,171.761472,1,4,4,4,2,1
475.021257,275.1033638,1,5,5,1,1,1
-368.4734788,-222.6909229,1,6,6,2,2,1
-46.59932563,-280.0569148,1,7,1,3,1,1
188.9909344,-369.0858797,1,8,2,4,2,1
-211.0631692,-308.4058062,1,9,3,1,1,1
718.1757565,-13.79135067,1,10,4,2,2,1
-282.54885,-144.4589403,1,11,5,3,1,1
-504.8053197,-154.8302507,1,12,6,4,2,1
128.4012713,-153.0387046,1,1,1,1,1,1
374.371669,696.9308728,1,2,2,2,2,1
593.0282023,3.02134953,1,3,3,3,1,1
-239.5485609,95.43965316,1,4,4,4,2,1
494.7778322,492.8831002,1,5,5,1,1,1
314.9210183,413.8101415,1,6,6,2,2,1
-23.48709104,-258.3134564,1,7,1,3,1,1
-13.08970546,-476.804374,1,8,2,4,2,1
208.0378717,-236.5232664,1,9,3,1,1,1
342.3551089,-241.6549356,1,10,4,2,2,1
-175.9429036,739.5028281,1,11,5,3,1,1
-73.6076211,-80.97791772,1,12,6,4,2,1
-15.5315195,-910.2626087,1,1,1,1,1,1
388.6956703,-117.1581249,1,2,2,2,2,1
229.6213974,283.5591204,1,3,3,3,1,1
236.9987544,-155.0099525,1,4,4,4,2,1
-558.9561428,-60.01678472,1,5,5,1,1,1
-28.56638249,-531.944685,1,6,6,2,2,1
-190.9942065,-47.6125133,1,7,1,3,1,1
325.2889536,196.1426915,1,8,2,4,2,1
-296.1322733,417.5740062,1,9,3,1,1,1
-17.24636568,-207.761215,1,10,4,2,2,1
394.5963357,-490.2274232,1,11,5,3,1,1
-250.4144052,452.3961607,1,12,6,4,2,1
153.9417932,34.30674278,1,1,1,1,1,1
200.7015722,-110.9804501,1,2,2,2,2,1
407.2995189,-42.57699899,1,3,3,3,1,1
-51.36373654,753.3058983,1,4,4,4,2,1
-100.759289,204.5316431,1,5,5,1,1,1
-284.342554,-379.8483335,1,6,6,2,2,1
-338.4028758,191.700708,1,7,1,3,1,1
-444.5888985,-54.04062045,1,8,2,4,2,1
32.59747506,-171.7952478,1,9,3,1,1,1
544.3084092,268.8451013,1,10,4,2,2,1
-545.16705,344.8397631,1,11,5,3,1,1
15.994298,-40.04353801,1,12,6,4,2,1
484.3097728,-195.9688769,1,1,1,1,1,1
507.6177706,-346.4016561,1,2,2,2,2,1
120.240322,-609.7581382,1,3,3,3,1,1
364.0250503,-149.3716315,1,4,4,4,2,1
-48.40689801,-558.4184982,1,5,5,1,1,1
380.0211957,723.3565174,1,6,6,2,2,1
353.6600356,194.8750593,1,7,1,3,1,1
-220.6616543,-375.9382467,1,8,2,4,2,1
0.608850065,100.4011007,1,9,3,1,1,1
270.5395456,-351.9393982,1,10,4,2,2,1
52.40730055,213.8575543,1,11,5,3,1,1
-6.941258418,246.273177,1,12,6,4,2,1
612.5679354,-294.7954758,1,1,1,1,1,1
-648.3782033,-358.4045961,1,2,2,2,2,1
-156.7389423,326.0766558,1,3,3,3,1,1
180.9435681,-514.8932966,1,4,4,4,2,1
-302.7787274,484.7503842,1,5,5,1,1,1
-412.2427579,232.5460508,1,6,6,2,2,1
-353.0190416,-166.0563698,1,7,1,3,1,1
223.8656905,-252.6089443,1,8,2,4,2,1
-286.9257281,486.8076199,1,9,3,1,1,1
416.1354045,-509.837907,1,10,4,2,2,1
-344.2703403,573.409571,1,11,5,3,1,1
-148.0247984,109.8092124,1,12,6,4,2,1
-159.0636483,-165.4966544,1,1,1,1,1,1
407.2135886,-334.4557317,1,2,2,2,2,1
-98.15569689,-97.30461406,1,3,3,3,1,1
40.9063928,526.8427313,1,4,4,4,2,1
-217.9468983,82.40014472,1,5,5,1,1,1
-124.6983753,-497.0808243,1,6,6,2,2,1
-232.3204501,-142.7335518,1,7,1,3,1,1
-166.7638074,-472.0579806,1,8,2,4,2,1
462.8498949,430.2031462,1,9,3,1,1,1
21.84945315,-106.0211731,1,10,4,2,2,1
499.5144539,-401.6825123,1,11,5,3,1,1
-159.9651393,-390.9463849,1,12,6,4,2,1
40.12628915,459.9876955,1,1,1,1,1,1
581.4482486,-282.4730671,1,2,2,2,2,1
206.4490862,-456.9214652,1,3,3,3,1,1
432.3563865,-235.670042,1,4,4,4,2,1
-453.1748033,505.0066392,1,5,5,1,1,1
-19.09621877,773.2998762,1,6,6,2,2,1
-28.06454814,573.3492601,1,7,1,3,1,1
-68.09674779,-668.8413592,1,8,2,4,2,1
-78.33872826,-171.4903938,1,9,3,1,1,1
-517.657642,195.346767,1,10,4,2,2,1
373.9282737,-131.4913771,1,11,5,3,1,1
127.2087998,231.2542163,1,12,6,4,2,1
522.9687513,368.1664345,1,1,1,1,1,1
-145.6215654,-114.045459,1,2,2,2,2,1
76.57329664,-19.52741845,1,3,3,3,1,1
136.0375589,559.5526359,1,4,4,4,2,1
-363.948361,269.4269402,1,5,5,1,1,1
-296.7255996,362.3082804,1,6,6,2,2,1
-673.6548027,-44.01617371,1,7,1,3,1,1
370.5040114,-46.862287,1,8,2,4,2,1
92.90689157,-5.483601889,1,9,3,1,1,1
-603.4287453,-94.32691175,1,10,4,2,2,1
460.2593669,277.424457,1,11,5,3,1,1
-203.2309774,119.2072119,1,12,6,4,2,1
137.6560488,599.6705119,1,1,1,1,1,1
-116.5962027,-159.8773846,1,2,2,2,2,1
128.8221171,-87.47233198,1,3,3,3,1,1
-334.7211378,-125.5766145,1,4,4,4,2,1
-356.3539677,81.21825364,1,5,5,1,1,1
547.485253,385.3887744,1,6,6,2,2,1
634.021595,267.8009174,1,7,1,3,1,1
23.31316519,128.4428319,1,8,2,4,2,1
-365.0929384,373.1723049,1,9,3,1,1,1
365.3287114,-211.7389812,1,10,4,2,2,1
-524.16918,-430.8843967,1,11,5,3,1,1
353.6404647,600.8621923,1,12,6,4,2,1
165.4342202,-703.5492025,1,1,1,1,1,1
144.8467683,329.3110872,1,2,2,2,2,1
-172.2457965,-700.2837755,1,3,3,3,1,1
254.5181379,-330.3928296,1,4,4,4,2,1
99.96715809,159.1446272,1,5,5,1,1,1
193.6828779,460.863418,1,6,6,2,2,1
606.2920438,21.87272093,1,7,1,3,1,1
716.1378027,375.5300775,1,8,2,4,2,1
774.1601272,100.0857388,1,9,3,1,1,1
615.3798878,-267.2802239,1,10,4,2,2,1
-127.5811837,364.5261939,1,11,5,3,1,1
-298.0071916,11.62460355,1,12,6,4,2,1
387.4267999,-46.52133094,1,1,1,1,1,1
224.9970874,101.1210873,1,2,2,2,2,1
-666.3333703,-129.0331522,1,3,3,3,1,1
-12.34395169,44.67075889,1,4,4,4,2,1
193.6898798,-134.7816395,1,5,5,1,1,1
342.4900976,-102.4084957,1,6,6,2,2,1
107.9723188,644.64338,1,7,1,3,1,1
231.834337,625.438858,1,8,2,4,2,1
-191.8476956,-363.8902458,1,9,3,1,1,1
471.0945192,-471.6127791,1,10,4,2,2,1
49.81470784,201.9170567,1,11,5,3,1,1
25.85478461,326.6996513,1,12,6,4,2,1
309.5553012,-469.8805108,1,1,1,1,1,1
-2.566088751,130.4426306,1,2,2,2,2,1
345.8878114,-195.2416609,1,3,3,3,1,1
238.133713,90.09275229,1,4,4,4,2,1
653.7080311,-133.7054224,1,5,5,1,1,1
-537.8283496,-327.0143542,1,6,6,2,2,1
563.9262625,-159.4892651,1,7,1,3,1,1
-137.3022813,444.6847331,1,8,2,4,2,1
676.4882898,173.4109342,1,9,3,1,1,1
201.3195647,-393.2199979,1,10,4,2,2,1
-720.840691,-332.2868676,1,11,5,3,1,1
94.01569637,-205.5919057,1,12,6,4,2,1
-93.03811736,-560.477743,1,1,1,1,1,1
-382.2002982,90.69736931,1,2,2,2,2,1
115.3548157,121.4059277,1,3,3,3,1,1
-78.50036411,-658.1567923,1,4,4,4,2,1
134.6884155,560.7244257,1,5,5,1,1,1
-238.1189512,-129.7004468,1,6,6,2,2,1
357.8147437,33.78280393,1,7,1,3,1,1
-50.5192805,505.7173372,1,8,2,4,2,1
-55.16208627,586.2388023,1,9,3,1,1,1
646.4086127,39.19331186,1,10,4,2,2,1
-588.0259062,-516.8039783,1,11,5,3,1,1
-145.420999,337.6734248,1,12,6,4,2,1
367.7059778,-28.21308151,1,1,1,1,1,1
-121.3424424,-132.610329,1,2,2,2,2,1
-499.1547306,-168.1843263,1,3,3,3,1,1
-0.495481811,-10.96451292,1,4,4,4,2,1
465.2490097,-133.241133,1,5,5,1,1,1
-288.5078662,95.31356185,1,6,6,2,2,1
295.9713968,-270.0188968,1,7,1,3,1,1
291.1932625,265.7622608,1,8,2,4,2,1
125.1825864,-206.9931459,1,9,3,1,1,1
140.6252362,-332.5563824,1,10,4,2,2,1
299.9387075,-251.8932331,1,11,5,3,1,1
-487.5627621,-165.5664124,1,12,6,4,2,1
56.8226973,-334.6837392,1,1,1,1,1,1
-579.1060041,-132.5097823,1,2,2,2,2,1
79.84163789,-304.9414811,1,3,3,3,1,1
-287.5858525,-218.264771,1,4,4,4,2,1
-538.3441061,-743.477281,1,5,5,1,1,1
204.6830633,-214.6829178,1,6,6,2,2,1
81.47297182,437.4208503,1,7,1,3,1,1
394.1996267,554.7551362,1,8,2,4,2,1
-466.666562,-232.266766,1,9,3,1,1,1
-182.3911411,-536.8049564,1,10,4,2,2,1
-698.6198732,-296.8400173,1,11,5,3,1,1
-61.81752274,412.4386239,1,12,6,4,2,1
-158.5374312,141.8188037,1,1,1,1,1,1
-184.6296119,-429.7173773,1,2,2,2,2,1
353.2540278,486.8217921,1,3,3,3,1,1
-11.49551119,-517.1682687,1,4,4,4,2,1
-236.6426136,107.7728814,1,5,5,1,1,1
-262.722222,547.2263692,1,6,6,2,2,1
-428.7127598,533.9749223,1,7,1,3,1,1
79.73624059,105.2296381,1,8,2,4,2,1
342.7141531,-393.7270637,1,9,3,1,1,1
571.5416382,-534.7066959,1,10,4,2,2,1
-91.77989973,-16.39790888,1,11,5,3,1,1
295.2020684,487.7060799,1,12,6,4,2,1
304.7411896,-254.3252252,1,1,1,1,1,1
-163.8443564,-521.0495751,1,2,2,2,2,1
-618.1717838,181.052863,1,3,3,3,1,1
430.3373495,43.80831137,1,4,4,4,2,1
424.8494504,-239.0132872,1,5,5,1,1,1
-383.4639143,19.47364206,1,6,6,2,2,1
-407.9851585,693.3075421,1,7,1,3,1,1
-533.8308212,526.9163994,1,8,2,4,2,1
-325.3203728,565.0292864,1,9,3,1,1,1
-112.8115796,-132.0546749,1,10,4,2,2,1
-203.498508,-760.207226,1,11,5,3,1,1
-132.5269165,-485.1243286,1,12,6,4,2,1
-148.7234843,15.92631509,1,1,1,1,1,1
-663.025618,-188.0474843,1,2,2,2,2,1
27.0123354,-189.7169054,1,3,3,3,1,1
557.7982045,260.9723051,1,4,4,4,2,1
276.1315603,110.1196434,1,5,5,1,1,1
-488.7073847,60.79171207,1,6,6,2,2,1
495.2314583,-260.0806908,1,7,1,3,1,1
-291.0855556,-260.1340744,1,8,2,4,2,1
385.952574,92.56564928,1,9,3,1,1,1
-410.3194445,-14.51901769,1,10,4,2,2,1
-141.1082171,461.9359411,1,11,5,3,1,1
24.10218031,-24.48501606,1,12,6,4,2,1
107.547741,-127.9884999,1,1,1,1,1,1
310.756001,-276.5540921,1,2,2,2,2,1
-468.3919324,421.5470358,1,3,3,3,1,1
-455.5748497,-271.3411995,1,4,4,4,2,1
392.4962585,252.4825321,1,5,5,1,1,1
238.9347597,128.2461772,1,6,6,2,2,1
-93.07280109,493.1566619,1,7,1,3,1,1
539.613531,543.7553559,1,8,2,4,2,1
-25.04454332,69.89599702,1,9,3,1,1,1
588.2418766,265.2110969,1,10,4,2,2,1
-120.7482103,0.571052317,1,11,5,3,1,1
663.987052,-158.7637943,1,12,6,4,2,1
-22.19164118,433.230962,1,1,1,1,1,1
127.0150102,-314.2235114,1,2,2,2,2,1
-129.62743,-397.4421555,1,3,3,3,1,1
295.3127358,52.19658929,1,4,4,4,2,1
373.7811582,354.2989763,1,5,5,1,1,1
336.4255265,-154.3996449,1,6,6,2,2,1
-424.9803071,-62.31733921,1,7,1,3,1,1
13.1167417,520.211847,1,8,2,4,2,1
-80.35912035,-95.90785851,1,9,3,1,1,1
690.1619944,34.92152981,1,10,4,2,2,1
668.1025475,111.0346814,1,11,5,3,1,1
-142.2156718,199.6517117,1,12,6,4,2,1
-11.69688196,399.8142037,1,1,1,1,1,1
-37.54905688,384.7390794,1,2,2,2,2,1
-644.2309006,-34.71348496,1,3,3,3,1,1
-152.6786995,665.7993368,1,4,4,4,2,1
447.5548061,-643.7476028,1,5,5,1,1,1
-409.5673569,227.6326372,1,6,6,2,2,1
-123.9329481,168.4999746,1,7,1,3,1,1
714.5472356,250.2971665,1,8,2,4,2,1
-347.9966961,-371.1903523,1,9,3,1,1,1
-633.8028856,-93.91964098,1,10,4,2,2,1
-561.4568294,318.6857592,1,11,5,3,1,1
480.7423131,-334.5385909,1,12,6,4,2,1
23.43691128,-475.2568662,1,1,1,1,1,1
509.4344261,-360.0795974,1,2,2,2,2,1
-209.1740816,173.6763093,1,3,3,3,1,1
-211.7200463,-166.9169849,1,4,4,4,2,1
25.77121161,-50.33484658,1,5,5,1,1,1
-23.97738125,-289.196114,1,6,6,2,2,1
468.4132281,-132.7100181,1,7,1,3,1,1
121.6491868,-116.5671872,1,8,2,4,2,1
-544.6054682,78.06519425,1,9,3,1,1,1
-482.264629,10.5288377,1,10,4,2,2,1
-748.5649635,-272.4570336,1,11,5,3,1,1
476.7689147,-247.864493,1,12,6,4,2,1
711.2963403,-321.3662389,1,1,1,1,1,1
-37.80024542,93.33301537,1,2,2,2,2,1
551.6549733,-469.4548541,1,3,3,3,1,1
239.8130435,573.517208,1,4,4,4,2,1
95.08369317,-60.42677207,1,5,5,1,1,1
-11.86729571,-273.5073574,1,6,6,2,2,1
-483.9672672,-493.1747095,1,7,1,3,1,1
116.9836594,-531.198108,1,8,2,4,2,1
-33.08767737,-777.865419,1,9,3,1,1,1
181.9386374,-133.5615243,1,10,4,2,2,1
-463.4988292,-78.71833896,1,11,5,3,1,1
-466.4233464,248.5542945,1,12,6,4,2,1
103.3665296,-32.23663401,1,1,1,1,1,1
111.8999533,783.7083574,1,2,2,2,2,1
634.2085232,159.1935629,1,3,3,3,1,1
-45.41398905,-189.4662785,1,4,4,4,2,1
-682.5665162,-91.9070714,1,5,5,1,1,1
17.12413216,-229.5535979,1,6,6,2,2,1
-564.1384347,242.4453994,1,7,1,3,1,1
-120.8555904,420.9930198,1,8,2,4,2,1
-522.8341969,-298.4693434,1,9,3,1,1,1
-259.9296806,-138.8037899,1,10,4,2,2,1
349.5416777,-399.1920041,1,11,5,3,1,1
-537.4069483,349.6207379,1,12,6,4,2,1
-174.2694163,237.7647502,1,1,1,1,1,1
-77.40669965,-369.693973,1,2,2,2,2,1
276.9434784,296.4340411,1,3,3,3,1,1
-272.5305548,-22.71307864,1,4,4,4,2,1
221.8440529,-626.9863549,1,5,5,1,1,1
189.023967,-574.1290096,1,6,6,2,2,1
-135.0613897,-259.4361173,1,7,1,3,1,1
175.2470468,-773.3983514,1,8,2,4,2,1
-322.2973622,20.493673,1,9,3,1,1,1
-50.80874003,592.6783169,1,10,4,2,2,1
-195.8469927,-379.9746501,1,11,5,3,1,1
-123.2532348,-173.9988426,1,12,6,4,2,1
-396.1360966,144.782678,1,1,1,1,1,1
-110.687489,600.5126265,1,2,2,2,2,1
288.8835738,474.1366884,1,3,3,3,1,1
308.8739412,86.81826456,1,4,4,4,2,1
-36.58418625,-356.849602,1,5,5,1,1,1
-94.29530913,344.6826588,1,6,6,2,2,1
-98.34017488,-645.3450342,1,7,1,3,1,1
230.3242728,-397.030315,1,8,2,4,2,1
-165.5953605,-596.8290722,1,9,3,1,1,1
666.8498101,180.561643,1,10,4,2,2,1
199.3686729,318.3205731,1,11,5,3,1,1
209.9804989,0.310520738,1,12,6,4,2,1
323.0940932,95.7121665,1,1,1,1,1,1
-259.7997172,-299.4061198,1,2,2,2,2,1
-37.25332926,-563.6006338,1,3,3,3,1,1
146.290669,325.9902473,1,4,4,4,2,1
260.8989022,319.7145494,1,5,5,1,1,1
-508.3359184,617.47517,1,6,6,2,2,1
118.8642883,-291.5723287,1,7,1,3,1,1
-352.1619622,178.582371,1,8,2,4,2,1
-586.9218375,213.4252529,1,9,3,1,1,1
-674.0717011,-427.0294737,1,10,4,2,2,1
-742.0032326,59.91740723,1,11,5,3,1,1
-407.99661,-119.4221671,1,12,6,4,2,1
-329.326745,-254.2280252,1,1,1,1,1,1
-471.790973,-93.82404623,1,2,2,2,2,1
-431.6477961,295.340615,1,3,3,3,1,1
272.0615204,-55.83442049,1,4,4,4,2,1
302.4789171,332.7353469,1,5,5,1,1,1
-62.19030596,261.8852375,1,6,6,2,2,1
-693.188429,-296.5273584,1,7,1,3,1,1
-578.5087076,566.1035327,1,8,2,4,2,1
70.09306621,-367.0393241,1,9,3,1,1,1
-89.47987484,-799.0349234,1,10,4,2,2,1
-281.6840022,-51.95043756,1,11,5,3,1,1
-227.3554551,-40.98512318,1,12,6,4,2,1
170.9260718,-150.5528359,1,1,1,1,1,1
-187.8565344,383.7293521,1,2,2,2,2,1
-161.4575937,-215.0712077,1,3,3,3,1,1
236.9102698,-457.5973451,1,4,4,4,2,1
-160.2492874,345.741137,1,5,5,1,1,1
-481.5720831,-172.0386661,1,6,6,2,2,1
261.2388993,-82.33364158,1,7,1,3,1,1
134.4843157,-629.8692367,1,8,2,4,2,1
-85.18583225,-249.8662811,1,9,3,1,1,1
-346.267275,-198.7858113,1,10,4,2,2,1
-360.3618318,650.9342442,1,11,5,3,1,1
-338.8621545,-103.3447889,1,12,6,4,2,1
234.4054651,85.67407709,1,1,1,1,1,1
-350.5893639,-343.884606,1,2,2,2,2,1
80.20444455,49.63995097,1,3,3,3,1,1
143.5393347,293.0137462,1,4,4,4,2,1
898.0257273,-156.0441255,1,5,5,1,1,1
-359.2846766,129.0557537,1,6,6,2,2,1
-410.7576086,-570.456422,1,7,1,3,1,1
-373.0054609,-344.6657661,1,8,2,4,2,1
-32.18150329,-151.148734,1,9,3,1,1,1
-601.7353094,40.81681974,1,10,4,2,2,1
640.7196155,147.8063717,1,11,5,3,1,1
557.9135627,557.7897115,1,12,6,4,2,1
-538.6098773,262.2054145,1,1,1,1,1,1
80.24871785,-350.8379686,1,2,2,2,2,1
384.1808262,422.9757596,1,3,3,3,1,1
-42.80623343,-642.72888,1,4,4,4,2,1
506.6189075,-214.6436294,1,5,5,1,1,1
678.6678896,276.3680462,1,6,6,2,2,1
-290.2266028,-122.7572257,1,7,1,3,1,1
135.2837688,-443.6904441,1,8,2,4,2,1
-177.9563757,-874.5378046,1,9,3,1,1,1
-81.81722857,682.176571,1,10,4,2,2,1
-592.1106663,-502.5047148,1,11,5,3,1,1
183.1357209,694.4220293,1,12,6,4,2,1
-79.07914461,487.0150457,1,1,1,1,1,1
-66.5435297,-250.2637207,1,2,2,2,2,1
-263.3656727,137.9616084,1,3,3,3,1,1
248.0632754,-233.3036019,1,4,4,4,2,1
-262.1743234,364.2941496,1,5,5,1,1,1
-19.94789391,1.833049273,1,6,6,2,2,1
-341.4547541,15.73759769,1,7,1,3,1,1
-174.340828,530.659732,1,8,2,4,2,1
12.50249359,-60.28501357,1,9,3,1,1,1
-239.5732649,-332.5339104,1,10,4,2,2,1
-790.5094347,-3.590717771,1,11,5,3,1,1
-646.8050666,7.768300629,1,12,6,4,2,1
78.1584312,-100.032638,1,1,1,1,1,1
84.22044964,-256.045956,1,2,2,2,2,1
163.5032288,25.19859905,1,3,3,3,1,1
-88.30174485,-330.9409008,1,4,4,4,2,1
-16.39491286,-20.14058346,1,5,5,1,1,1
-80.28440372,221.5540302,1,6,6,2,2,1
-650.9463384,-179.4536488,1,7,1,3,1,1
199.2200721,-754.2552626,1,8,2,4,2,1
-466.905667,-191.1900271,1,9,3,1,1,1
-310.5080599,-62.50914403,1,10,4,2,2,1
248.945121,67.34764692,1,11,5,3,1,1
-302.8384074,-207.8884491,1,12,6,4,2,1
-47.45704019,-286.7185872,1,1,1,1,1,1
546.0737749,382.2371522,1,2,2,2,2,1
-376.2459904,328.6167538,1,3,3,3,1,1
-172.5831434,176.801971,1,4,4,4,2,1
-128.870262,27.19171125,1,5,5,1,1,1
56.3977679,-50.7708078,1,6,6,2,2,1
-551.9608121,216.9754041,1,7,1,3,1,1
-22.26794701,-586.0726032,1,8,2,4,2,1
-271.7021834,544.3394508,1,9,3,1,1,1
-78.26267657,-416.3452102,1,10,4,2,2,1
499.504416,9.797894766,1,11,5,3,1,1
-424.1546268,-60.01962692,1,12,6,4,2,1
-608.8867805,-257.4210168,1,1,1,1,1,1
-270.5196156,-47.45701163,1,2,2,2,2,1
-97.00397596,684.0560029,1,3,3,3,1,1
216.0287856,511.308264,1,4,4,4,2,1
-295.6327159,413.6689781,1,5,5,1,1,1
-212.1870368,-351.6125549,1,6,6,2,2,1
-79.10047958,460.2140655,1,7,1,3,1,1
162.0343437,-613.3627333,1,8,2,4,2,1
47.51143025,-140.0625484,1,9,3,1,1,1
6.917234777,286.8155572,1,10,4,2,2,1
254.6579183,-633.8296854,1,11,5,3,1,1
6.356351704,158.427186,1,12,6,4,2,1
-83.07421665,-46.50523688,1,1,1,1,1,1
-324.1745799,620.7238585,1,2,2,2,2,1
194.5631479,271.6790843,1,3,3,3,1,1
-454.3860297,333.0619078,1,4,4,4,2,1
250.4981209,110.2333876,1,5,5,1,1,1
141.511088,-634.7065817,1,6,6,2,2,1
-91.10064271,36.26769731,1,7,1,3,1,1
18.9043449,-490.2287087,1,8,2,4,2,1
380.5848514,13.93637284,1,9,3,1,1,1
341.7629764,-185.398005,1,10,4,2,2,1
81.25038212,121.5488555,1,11,5,3,1,1
474.2173245,502.3247114,1,12,6,4,2,1
-30.12539365,94.80712651,1,1,1,1,1,1
33.80014986,189.1123563,1,2,2,2,2,1
-247.3325762,216.6238,1,3,3,3,1,1
-283.9460213,-90.16125378,1,4,4,4,2,1
155.8106725,-82.11101587,1,5,5,1,1,1
39.1144119,-27.80114524,1,6,6,2,2,1
538.0738845,39.53269343,1,7,1,3,1,1
11.95941131,407.1779156,1,8,2,4,2,1
104.7066053,-244.975901,1,9,3,1,1,1
179.1735259,149.5320202,1,10,4,2,2,1
631.892825,-157.9451637,1,11,5,3,1,1
269.0406449,448.1759227,1,12,6,4,2,1
177.7693648,443.8464885,1,1,1,1,1,1
61.7897838,5.549446292,1,2,2,2,2,1
-116.6746525,506.2154759,1,3,3,3,1,1
772.3651936,213.0305286,1,4,4,4,2,1
446.6204132,198.5318795,1,5,5,1,1,1
-17.77099787,-187.6856856,1,6,6,2,2,1
306.527838,-207.1785929,1,7,1,3,1,1
437.3106018,47.59292897,1,8,2,4,2,1
132.2968274,-330.5287443,1,9,3,1,1,1
60.53637395,-455.1391335,1,10,4,2,2,1
781.5102168,172.0645049,1,11,5,3,1,1
-35.89360581,-757.5077628,1,12,6,4,2,1
-287.2413748,-56.9662914,1,1,1,1,1,1
-51.69405498,-129.8676501,1,2,2,2,2,1
101.2274849,111.4072627,1,3,3,3,1,1
-412.2264559,-19.91271563,1,4,4,4,2,1
175.8236268,647.5147204,1,5,5,1,1,1
-147.5271853,-177.7154181,1,6,6,2,2,1
-499.4642234,223.6772002,1,7,1,3,1,1
217.654055,669.8329063,1,8,2,4,2,1
323.9911039,-238.2341908,1,9,3,1,1,1
516.4634326,311.875354,1,10,4,2,2,1
-359.7624369,65.98032633,1,11,5,3,1,1
-213.8502963,181.3567396,1,12,6,4,2,1
49.59178202,-610.6689447,1,1,1,1,1,1
-336.3262156,434.9646779,1,2,2,2,2,1
213.7466427,-361.3715596,1,3,3,3,1,1
-526.9647453,-436.3111385,1,4,4,4,2,1
-177.3865386,-623.6161107,1,5,5,1,1,1
-227.0121934,-415.3539101,1,6,6,2,2,1
-592.026518,-507.7251377,1,7,1,3,1,1
746.1387031,184.346897,1,8,2,4,2,1
665.0630336,130.1685239,1,9,3,1,1,1
474.96435,-649.3359029,1,10,4,2,2,1
362.4211672,154.9614259,1,11,5,3,1,1
147.901335,783.8630138,1,12,6,4,2,1
-48.72105878,-37.87794405,1,1,1,1,1,1
579.724143,200.7915954,1,2,2,2,2,1
105.0500809,636.1642285,1,3,3,3,1,1
-485.6729174,-492.9314345,1,4,4,4,2,1
-62.8817394,-76.97215875,1,5,5,1,1,1
-75.10531972,-116.7864112,1,6,6,2,2,1
-17.14781305,601.1460775,1,7,1,3,1,1
31.48829064,-259.2541433,1,8,2,4,2,1
